Pais|Abonos|Abrigos y similares|Acabados para la construcción|Accesorios|Accesorios (moda)|Aceite de palma|Aceites esenciales y resinoides|Aceites minerales y ceras.|Adhesivos y materias albuminoideas|Aeronaves y sus partes|Alfombras|Algodón y demás fibras vegetales de uso textil|Alimentos para animales|Aluminio (artículos industriales)|Aluminio (materiales de construcción)|Amianto (artículos industriales)|Amianto (materiales de construcción)|Animales vivos (avícola)|Animales vivos (bovinos)|Animales vivos (equinos)|Animales vivos (los demás)|Animales vivos (ovinos o caprinos)|Animales vivos (peces)|Animales vivos (porcinos)|Aparatos eléctricos|Armas|Artículos de oficina|Artículos del hogar|Artículos para fotografía y cine|Artículos promocionales|Atunes frescos, congelados o refrigerados|Automóviles de turismo y uso familiar|Azúcar de caña|Banano|Barcos y sus partes|Bebidas alcohólicas|Bebidas no alcohólicas|Betunes, abrillantadores y preparaciones similares|Bicicletas|Bisutería|Bordados|Cables y redes|Cacao|Café verde|Calcetería|Calzado|Camarones, crustáceos, langostinos y moluscos|Camisas|Carnes y despojos comestibles (avícola)|Carnes y despojos comestibles (bovino)|Carnes y despojos comestibles (otros)|Carnes y despojos comestibles (porcino)|Cartulinas para plegadizas|Caucho (artículos industriales)|Caucho (plástico y caucho)|Caucho y sus manufacturas|Cemento|Ceras|Cereales|Cerámica|Cerámica, arcilla y piedra|Cestería|Cinc|Cintas y cordeles|Cobre|Conductores eléctricos|Confitería de azúcar|Confitería de cacao|Corcho (artículos industriales)|Cosméticos|Cueros en bruto y preparados|Demás manufacturas u objetos de adorno|Demás papeles y cartones|Derivados de café|Derivados del cacao|Desinfectantes|Desperdicios|Desperdicios y desechos de minerales metálicos|Dispositivos Médicos|Dotaciones hoteleras|Editorial|Electrodomésticos|Encajes|Encajes hechos a mano|Envases y empaques de aluminio|Envases y empaques de corcho|Envases y empaques de fibras naturales y sintéticas|Envases y empaques de hierro o acero|Envases y empaques de madera|Envases y empaques de metal común|Envases y empaques de papel y cartón|Envases y empaques de plomo|Envases y empaques de plástico|Envases y empaques de vidrio|Envíos postales|Especias|Estatuillas|Extractos, pigmentos y pinturas|Fajas y ropa de control|Fertilizantes|Fibras|Fieltro|Filetes de pescado|Flores artificiales|Flores frescas|Follajes|Frutas frescas|Frutas y hortalizas procesadas|Fungicidas|Grasas y aceites animales o vegetales, productos de|Guata|Herbicidas|Herramientas|Hierbas aromáticas|Hierro y acero|Hilados|Industria del tabaco|Insecticidas|Instrumentos musicales, sus partes y accesorios|Instrumentos, aparatos y prótesis|Insumos|Insumos para la industria grafica|Jeans|Joyería|Leche|Legumbres y hortalizas frescas|Llantas neumáticas|Locomotoras y sus partes|Los demás (agroindustrial)|Los demás (agrícola)|Los demás metales comunes|Los demás pescados frescos, congelados o refrigerados|Madera (materiales de construcción)|Madera (muebles y maderas)|Mantas|Mantequilla y espacibles|Manufactura de vidrio|Manufacturas de cuero|Manufacturas de hierro o acero|Maquinaria agrícola|Maquinaria industrial|Medición|Metal|Metalurgia|Mica|Mobiliario hospitalario|Motocicletas|Motores y sus partes|Muebles - hogar|Muebles - oficina|Níquel y plomo|Objetos de arte, antigüedades y menajes|Orfebrería|Otras Autopartes|Otras confecciones|Otros aceites y grasas|Otros aceites y lubricantes|Otros agroquímicos de protección|Otros artículos impresos|Otros artículos industriales|Otros lácteos|Otros medios de transporte|Otros metales comunes|Otros papeles y cartones|Otros productos de aseo|Otros textiles|Panela y otros edulcorantes|Papeles corrugados|Papeles para empaques|Papeles para imprenta|Partes de otros medios de transporte|Partes de otros medios de transporte de vehículos|Partes y accesorios de motocicletas|Partes y accesorios de vehículos|Pastas para moldear y demás preparaciones para odontología|Peletería (cuero manufacturas de cuero)|Pescados y subproductos de pescado secos, salados, ahumados|Plantas vivas|Plástico en formas primarias|Plástico y caucho (artículos industriales)|Plástico y caucho (materiales de construcción)|Plástico y sus manufacturas|Plátano|Prefabricados|Preparaciones alimenticias diversas|Prod. Animal, veg. y minerales|Productos audiovisuales|Productos capilares|Productos cárnicos|Productos de aseo personal|Productos de panadería y molinería|Productos diversos de las industrias químicas.|Productos editoriales|Productos farmacéuticos|Productos farmacéuticos veterinarios|Productos procesados del mar|Productos químicos inorgánicos|Productos químicos orgánicos|Pólvoras y explosivos, artículos de pirotecnia|Queso|Raticidas|Remolques y semirremolques|Revestimientos|Ropa casual femenina|Ropa casual masculina|Ropa de bebe - infantil|Ropa de hogar|Ropa deportiva|Ropa formal femenina|Ropa formal masculina|Ropa interior y pijamas|Seguridad|Semillas y frutos oleaginosos|Subproductos de origen animal (avícola)|Subproductos de origen animal (otros)|Suéteres y chalecos|T-shirts camisetas|Tabaco|Tanques y vehículos blindados de combate|Tapicería|Telas y tejidos|Telecomunicaciones y sonido|Textiles|Tractores|Transporte de mercancías|Transporte de pasajeros|Trenzas y artículos similares|Vehículos|Vehículos eléctricos|Vehículos para usos especiales|Vestidos de baño y ropa de playa|Vidrio (artículos industriales)|Vidrio (materiales de construcción)|Yeso|Óptico
Afganistán|0.11705561|0.27227783|0.19007704|0.30155757|0.22702634|0.24684085|0.23734067|0.35279876|0.28189969|0.1829454|0.24988762|0.18630508|0.18906954|0.13742737|0.11829107|0.2661711|0.20206249|0.20345473|0.23223665|0.20704898|0.25718966|0.26580471|0.20519418|0.30420336|0.14710292|0.17572954|0.32336906|0.19853315|0.18001395|0.17835566|0.24365902|0.046343844|0.21863458|0.17976378|0.2729345|0.25960115|0.18135327|0.21421592|0.18272364|0.17590934|0.18129766|0.19044049|0.17514217|0.137036|0.25830111|0.30685571|0.19628808|0.18273728|0.27443838|0.23739487|0.29310769|0.32677537|0.23418303|0.22787617|0.11535846|0.10458788|0.26454455|0.25861394|0.20156974|0.19184545|0.1791549|0.23400086|0.33378217|0.28967261|0.24917807|0.19198881|0.14446694|0.12593871|0.19103503|0.1352969|0.15170276|0.17641917|0.2200186|0.15602857|0.14587779|0.16318449|0.29525959|0.17163356|0.24266472|0.19654256|0.057964891|0.25175825|0.21804333|0.20235074|0.13956632|0.34133548|0.22666402|0.24154165|0.1310308|0.14831248|0.11417504|0.26027825|0.1424019|0.23587063|0.26912346|0.29305682|0.26344812|0.23204371|0.17927712|0.23030934|0.29847503|0.12771718|0.24707611|0.15441674|0.49131131|0.15775341|0.13261846|0.2017377|0.16645598|0.17818929|0.13818803|0.22597921|0.10220067|0.2221462|0.21335042|0.32838416|0.31416965|0.20223808|0.25824064|0.22854409|0.18490475|0.32567564|0.17753148|0.29579026|0.25763956|0.23153335|0.34819126|0.25888622|0.21877426|0.21106586|0.10085396|0.2304939|0.23395532|0.20159674|0.24657789|0.23998243|0.16395694|0.23572342|0.15370888|0.13720262|0.13953812|0.1316527|0.18921146|0.15989739|0.095257103|0.068949834|0.20237288|0.17110223|0.26024705|0.22058094|0.13295327|0.13384598|0.22607997|0.66549283|0.51876819|0.26874846|0.12828588|0.21201704|0.15893722|0.29499945|0.24968311|0.33378217|0.23875591|0.20702851|0.26009771|0.22026724|0.22375029|0.24621665|0.20795201|0.2884517|0.13672797|0.38083464|0.25561461|0.27420381|0.27228332|0.19682679|0.26462311|0.17917384|0.15029609|0.14954576|0.21171269|0.19096477|0.13631684|0.74016356|0.16688386|0.1940762|0.13629282|0.15225671|0.31204206|0.17645051|0.24121001|0.19619358|0.17091155|0.11568817|0.32223111|0.2618078|0.083778284|0.11579432|0.28319061|0.10655007|0.23454757|0.18422166|0.24699965|0.22492485|0.26461971|0.19792169|0.27139807|0.27403963|0.18500569|0.26629999|0.20013377|0.22442491|0.20170033|0.24066688|0.23316389|0.24090329|0.24422446|0.22804272|0.090253949|0.31042162|0.27152616|0.14798397|0.30213252|0.22422221|0.10522792|0.079593949|0.235956|0.33378217|0.075977989|0.23627472|0.15995686|0.29373616|0.23681468|0.15112311|0.090788424
Albania|0.19684075|0.37388605|0.37105358|0.35072857|0.35046017|0.47602698|0.39526597|0.6461978|0.47403279|0.47575021|0.48910609|0.34161466|0.40412164|0.47364029|0.48447859|0.50231105|0.47032166|0.46583983|0.44274139|0.47527716|0.4223319|0.48710793|0.35683334|0.35494581|0.30318403|0.49429819|0.4728424|0.32447296|0.51194435|0.31821671|0.49935418|0.50588989|0.623555|0.75153381|0.48576131|0.44639879|0.40645972|0.5047574|0.15405604|0.26588145|0.3331677|0.5207383|0.1780832|0.57220089|0.40346754|0.37500858|0.4807339|0.33679771|0.50060457|0.39103389|0.5099107|0.47561803|0.47794479|0.44399643|0.50382513|0.30694079|0.46784568|0.49801767|0.45293206|0.30171221|0.25923026|0.43705392|0.70141572|0.41197672|0.46191153|0.33505273|0.21741895|0.22411343|0.41416666|0.69797421|0.69365275|0.31511116|0.4711282|0.29843163|0.25185546|0.33745611|0.50513345|0.39564842|0.65272236|0.39006755|0.42928475|0.47218224|0.33401695|0.2946915|0.48128414|0.55662918|0.43030649|0.24433205|0.48564279|0.41710848|0.40043899|0.53722799|0.35169238|0.46717662|0.60029036|0.52859533|0.49101418|0.32502511|0.3472214|0.54706383|0.51141489|0.323744|0.46416438|0.27397972|0.22644395|0.37248266|0.34608018|0.35247496|0.41266868|0.44710135|0.31191823|0.48901916|0.2921634|0.31107795|0.14756551|0.50513399|0.50294018|0.46216193|0.53614473|0.36336011|0.39301038|0.52374685|0.40071374|0.48990601|0.44185305|0.44118381|0.48140553|0.48342919|0.35706276|0.47051024|0.17002186|0.48604473|0.45264876|0.38063794|0.38407958|0.45724544|0.27468997|0.34472442|0.32441083|0.35061386|0.28175735|0.3159073|0.26389149|0.33632565|0.18798041|0.51779824|0.41824225|0.32638168|0.41095525|0.35435262|0.53680784|0.46217102|0.31722468|0.32170555|0.31608069|0.41642889|0.29848158|0.50671953|0.51283574|0.52022445|0.48290917|0.70141572|0.28579447|0.43100336|0.45184714|0.38941121|0.41336089|0.47289982|0.5093289|0.46962339|0.2890611|0.72541153|0.41763255|0.41862965|0.32959795|0.41614646|0.54940057|0.40896839|0.59686065|0.50183725|0.37092072|0.30960786|0.27625176|0.46391457|0.30342531|0.3463732|0.50126851|0.35361752|0.49426138|0.35825667|0.35808066|0.41674298|0.4137255|0.3566907|0.45899194|0.51271403|0.34212559|0.3449986|0.51631874|0.41891861|0.48729181|0.39790347|0.47807384|0.33756346|0.36957467|0.5053404|0.4608987|0.48593265|0.36070341|0.40210006|0.43330535|0.51584309|0.41284287|0.4671067|0.43287331|0.36829174|0.38010734|0.36945492|0.36690316|0.38089067|0.4346962|0.36026648|0.62344229|0.50951934|0.48409888|0.50344646|0.45603216|0.70141572|0.38920361|0.50162584|0.35296583|0.47938579|0.46385962|0.25881118|0.37624088
Alemania|0.25425491|0.64995873|0.55818152|0.49821794|0.64408642|0.81383741|0.16676311|0.15642256|0.62306392|0.70183206|0.73662299|0.57822645|0.61974275|0.4114981|0.71186614|0.21925801|0.30994126|0.17567469|0.3332653|0.31167647|0.75628173|0.76154888|0.77043557|0.5478065|0.62056446|0.23594552|0.72443318|0.62151337|0.19902283|0.53438413|0.53928268|0.64464545|0.8047244|0.92842138|0.72694552|0.73763311|0.65296042|0.41401312|0.66528881|0.75146353|0.55796361|0.12721178|0.81192791|0.8481766|0.63663942|0.6560967|0.34025875|0.60292107|0.33587107|0.17161988|0.49555939|0.46154392|0.68127936|0.61848533|0.41510421|0.70001096|0.19228959|0.69796306|0.68542933|0.62345994|0.61647654|0.72470641|0.46923873|0.45531556|0.55491233|0.55177629|0.51198673|0.64895773|0.42708474|0.54064792|0.73454869|0.42306882|0.66562414|0.7022661|0.86314797|0.34742138|0.22209024|0.78430128|0.59780371|0.42932257|0.65831882|0.62104177|0.76033449|0.89936948|0.40632427|0.78862011|0.71793532|0.6347639|0.69734335|0.40830609|0.68582642|0.2218277|0.8645252|0.48328894|0.39120805|0.25107735|0.68644392|0.48620188|0.62970626|0.60527706|0.23089139|0.41527987|0.69766724|0.85388267|0.57568014|0.58050001|0.78252989|0.66550207|0.15321842|0.72710383|0.42623949|0.19656353|0.63135362|0.606493|0.63087237|0.72695398|0.76996303|0.16560397|0.9822551|0.5943194|0.6395601|0.70778984|0.82839233|0.60531104|0.20824555|0.66517311|0.68867677|0.68490463|0.75784165|0.76168466|0.42608541|0.7174806|0.67892075|0.64651448|1.0|0.31215376|0.41779259|0.64997154|0.63303554|0.52945185|0.58757907|0.51988322|0.46362212|0.54225516|0.37418786|0.66673428|0.65789068|0.66958034|0.6700334|0.63158441|0.80179149|0.64341563|0.71716976|0.65384018|0.73345494|0.61392993|0.6940608|0.21492538|0.69666433|0.12704007|0.20518787|0.46923873|0.71400005|0.63264042|0.62705529|0.55788767|0.69328922|0.22857058|0.41754621|0.65180707|0.43502015|0.51533443|0.60782152|0.59473389|0.3723681|0.68779266|0.90162814|0.7155773|0.5547055|0.70099711|0.61020815|0.58428979|0.81025207|0.20900182|0.62428427|0.81414658|0.73921001|0.74206859|0.37536705|0.67916399|0.50008392|0.6416778|0.40388674|0.476769|0.31539154|0.57942927|0.43203223|0.64531344|0.25883558|0.22406903|0.65818179|0.66474998|0.76306832|0.62688786|0.73082781|0.69012713|0.7682296|0.69175541|0.71107137|0.77561259|0.67511612|0.56103384|0.67253041|0.36918092|0.78444791|0.72412407|0.71076047|0.84742057|0.40854511|0.60675442|0.56749773|0.55909908|0.43195531|0.20714405|0.66983145|0.40284556|0.33558577|0.46923873|0.25972134|0.30562323|0.6762507|0.53805423|0.63666385|0.41893014|0.70722842
Andorra|0.48411414|0.50373268|0.63721317|0.51727647|0.46638125|0.53781581|0.52035099|0.73096293|0.54729754|0.5484153|0.58433086|0.61199433|0.49865466|0.54507947|0.53488821|0.5922581|0.74614382|0.54887408|0.55031359|0.55624449|0.50549239|0.79577655|0.43649983|0.56608051|0.3469142|0.60722327|0.56484693|0.43195847|0.59578103|0.46146667|0.56882823|0.47128588|0.41482252|0.45373905|0.55167031|0.5320676|0.49313188|0.55473685|0.51364368|0.50608873|0.57623518|0.61886328|0.50235581|0.36057925|0.53126979|0.53294349|0.56413865|0.45196664|0.59457481|0.48226863|0.63573778|0.57788903|0.55315375|0.51658493|0.58677387|0.47363293|0.54937947|0.57438177|0.52471828|0.4943285|0.55126548|0.52318406|0.81065166|0.58937299|0.53025424|0.47304705|0.35896188|0.38970828|0.63171017|0.52097511|0.43306786|0.55454654|0.54573822|0.38217378|0.48977798|0.52422684|0.58583832|0.48142293|0.51723808|0.59200823|0.47158289|0.51913309|0.50589108|0.54476845|0.54263318|0.82416195|0.4571203|0.53036952|0.55183232|0.54031986|0.52527636|0.61700451|0.66905129|0.54379737|0.69496059|0.63492543|0.57176423|0.43969059|0.47535342|0.50780237|0.59797639|0.54456687|0.54752564|0.52606851|0.34081772|0.45866114|0.45064539|0.44190532|0.48822793|0.53029513|0.58617693|0.55559289|0.3892194|0.51564068|0.42424217|0.57053721|0.60475349|0.53613776|0.61791456|0.49274892|0.55882859|0.59408599|0.49541146|0.5988636|0.5547449|0.5494231|0.5584017|0.54716349|0.53115845|0.5518297|0.5735513|0.56316078|0.53004348|0.49905914|0.61649346|0.54470176|0.58110017|0.47305077|0.44396412|0.46105799|0.36342943|0.41626102|0.59033889|0.48853645|0.56692731|0.55054665|0.5210129|0.44902736|0.53511029|0.47269565|0.63195515|0.44712439|0.58662629|0.45220876|0.44223875|0.49627167|0.52975738|0.59307235|0.55940545|0.58810401|0.59111714|0.81065166|0.56089842|0.44876078|0.52515972|0.55156672|0.52604866|0.54387093|0.58055961|0.53136903|0.5758903|0.82744795|0.54964799|0.53827554|0.56175601|0.4953993|0.59833837|0.4891662|0.42575485|0.54958332|0.80738986|0.43795747|0.50654262|0.52988189|0.46000862|0.63511574|0.7823087|0.53831893|0.58303165|0.53016573|0.44454265|0.49093896|0.57638228|0.42607954|0.55603182|0.55867958|0.44453615|0.42084387|0.60184181|0.55452448|0.55489385|0.5311799|0.56469995|0.48844787|0.50667161|0.55583823|0.53869069|0.55529559|0.44272155|0.53870249|0.47982913|0.58767128|0.50873768|0.55915618|0.54155964|0.4928152|0.49479815|0.5428673|0.58762419|0.63623333|0.50367224|0.4155845|0.7136308|0.59035158|0.54763573|0.56515896|0.54451883|0.81065166|0.5507226|0.57453597|0.42552054|0.56659687|0.54309243|0.56427723|0.53863919
Angola|0.41004151|0.35259336|0.29606903|0.41364425|0.32669336|0.31973436|0.36879599|0.53912914|0.42120641|0.3761881|0.38802826|0.50195038|0.34591335|0.030661862|0.25002429|0.38588247|0.34762943|0.36716715|0.4198975|0.37615973|0.36641261|0.68366396|0.24569526|0.45870125|0.58305252|0.37929028|0.29741386|0.27774432|0.40784693|0.28046551|0.1345855|0.26994714|0.58252674|0.26160127|0.39053553|0.22074682|0.21523333|0.28993237|0.28073683|0.21285029|0.31380418|0.48012713|0.15597488|0.03655158|0.6469568|0.83561826|0.32024059|0.50547761|0.42217878|0.68929911|0.29616803|0.27669156|0.38093609|0.35976499|0.47814041|0.32272699|0.33970544|0.40231332|0.33171609|0.26076648|0.19295835|0.32529837|0.54954642|0.31232154|0.29621571|0.29643235|0.70422256|0.48388636|0.5380978|0.12661631|0.26974821|0.093775652|0.36904323|0.19871618|0.12760481|0.45837086|0.43342209|0.26626328|0.36233506|0.51873785|0.025247497|0.64764768|0.35095558|0.27778941|0.0527279|0.70547307|0.21715292|0.12386378|0.088114455|0.025168827|0.042738169|0.41542435|0.075992838|0.8299979|0.46751231|0.43648085|0.39159071|0.2821008|0.29015681|0.35510433|0.4333002|0.17816155|0.31386852|0.17507315|0.12718517|0.28639603|0.16766888|0.15348566|0.33259323|0.33679193|0.4021025|0.3852565|0.68424702|0.37705278|0.58894217|0.46585441|0.26810092|0.356583|0.45762652|0.33932048|0.37076634|0.45159835|0.19484738|0.40845942|0.34126288|0.23561066|0.37921053|0.42858803|0.40158957|0.35218257|0.24940577|0.3604624|0.31138498|0.30709219|0.3580983|0.36130834|0.20431547|0.31090736|0.5110268|0.57261968|0.71466935|0.58441472|0.33309817|0.31095237|0.05431712|0.50401109|0.30855814|0.64365703|0.34302077|0.29024446|0.32983854|0.35833052|0.10564193|0.26009125|0.27595958|0.34536886|0.34060869|0.40728003|0.029816356|0.27761722|0.39719796|0.54954642|0.26105416|0.32280627|0.49427044|0.40481669|0.34260854|0.37389264|0.48932809|0.41265345|0.37681574|0.56217802|0.40012848|0.36353606|0.24512842|0.28939191|0.23509863|0.31573313|0.32400769|0.3673178|0.29658705|0.62061751|0.12639473|0.22844999|0.16370729|0.17535856|0.48035675|0.061340205|0.2344754|0.2001919|0.63684475|0.56700784|0.0056962632|0.29758069|0.36482793|0.28854817|0.30244106|0.3189916|0.28954929|0.20380792|0.37108034|0.36176342|0.38392752|0.36101794|0.62999326|0.32436216|0.20330223|0.41300815|0.26696402|0.33054188|0.30730236|0.035987835|0.8314631|0.37417981|0.27599841|0.6180923|0.34885004|0.22062272|0.47918129|0.35689676|0.68682587|0.57993531|0.49198174|0.39508015|0.30433175|0.36456802|0.31115973|0.54954642|0.361839|0.48464972|0.25908145|0.28777039|0.37467027|0.30419448|0.29018518
Anguila|0.59527463|0.5551638|0.7269612|0.53248453|0.50964022|0.48239568|0.57407427|0.80847394|0.56757414|0.60076272|0.63548565|0.29896766|0.55399674|0.39309251|0.37859303|0.64234847|0.58221221|0.61358416|0.61929935|0.61644822|0.53386688|0.93328035|0.47422034|0.63942695|0.4394584|0.65541023|0.59121716|0.64808136|0.66020274|0.51523918|0.44554955|0.46843418|0.40995905|0.53156906|0.6060245|0.5543986|0.54670376|0.44011348|0.63079166|0.43571657|0.42452413|0.62554729|0.44310147|0.36396375|0.58275419|0.5672524|0.60339183|0.67745441|0.6776123|0.57179421|0.68757045|0.6431464|0.60230714|0.55217564|0.39485922|0.3259958|0.59114689|0.6176827|0.59565568|0.48172477|0.5170356|0.58475047|0.92697644|0.46454185|0.57218742|0.50557119|0.2776922|0.3618868|0.40058517|0.4620046|0.48181927|0.41093832|0.58369273|0.42281771|0.45227233|0.51031482|0.59683263|0.51870763|0.51999891|0.34566239|0.55554253|0.48956269|0.39570695|0.4667986|0.35744756|0.61142313|0.54968846|0.40229821|0.3765336|0.35089982|0.387521|0.68958306|0.60250545|0.58897477|0.78828907|0.69403535|0.61184251|0.46298036|0.47252083|0.55784833|0.60728759|0.46825293|0.57886517|0.48464423|0.38950682|0.51149249|0.50051099|0.48680222|0.52843446|0.60592657|0.49048895|0.5953542|0.46491396|0.5531401|0.32502925|0.57333291|0.64414108|0.58368164|0.65184784|0.49600565|0.38512608|0.64348757|0.48205104|0.66496515|0.59358197|0.60389453|0.59744191|0.4517138|0.57812512|0.62134755|0.39382625|0.61068922|0.57473332|0.54006284|0.61232734|0.60168546|0.50383794|0.50719625|0.47432667|0.47687751|0.33844608|0.4334982|0.47526455|0.51121092|0.38805157|0.30904102|0.57556736|0.20273456|0.57359332|0.77450746|0.39945245|0.5086531|0.63348168|0.46230033|0.47276056|0.52956378|0.30146548|0.63025236|0.46243095|0.62084699|0.64284378|0.92697644|0.39100817|0.53606224|0.56332362|0.52941972|0.57076728|0.56465673|0.30629218|0.55003595|0.51467013|0.91359055|0.55519021|0.5716182|0.60704827|0.54936719|0.64709359|0.55424404|0.43291771|0.41385931|0.52435088|0.65392065|0.5922482|0.56994903|0.49457186|0.61458725|0.59096652|0.44645637|0.63340944|0.43562108|0.4941707|0.50979471|0.59670675|0.42983592|0.59606248|0.59575456|0.47377247|0.49633104|0.60489368|0.64429557|0.6009267|0.44053122|0.61272627|0.54456341|0.55030143|0.52777958|0.56799936|0.6036033|0.62124288|0.56699491|0.51036191|0.46934831|0.56704843|0.5850141|0.60673535|0.50968885|0.54171419|0.4709475|0.46265066|0.49383777|0.52304071|0.53527093|0.79884923|0.65383029|0.4776406|0.53068703|0.5842346|0.92697644|0.55448025|0.34765029|0.40615478|0.59701765|0.58201683|0.47708088|0.4388642
Antigua y Barbuda|0.59828985|0.51602155|0.72236359|0.67504233|0.64063227|0.68270063|0.5311864|0.74442863|0.5577473|0.55675143|0.50640452|0.61555624|0.52504188|0.54233056|0.52748388|0.60453987|0.54722947|0.53246671|0.4531619|0.5486967|0.38189307|0.47236693|0.36554176|0.46198025|0.79364967|0.59033775|0.58384693|0.66183627|0.61390793|0.47166407|0.28114086|0.40300423|0.79240322|0.45078403|0.89135677|0.50289577|0.50096858|0.36649933|0.55595589|0.46629059|0.58248878|0.52371097|0.44887024|0.24104503|0.53806078|0.78369951|0.46183795|0.69363201|0.60825765|0.46673298|0.50680757|0.53577751|0.56219292|0.52390653|0.67085075|0.41121745|0.55964267|0.58720875|0.5387693|0.41478729|0.53995472|0.533539|0.83361506|0.59294856|0.53880423|0.43963069|0.28074116|0.63029206|0.49838954|0.39165586|0.44233742|0.68084151|0.55366719|0.58593726|0.36704341|0.51333052|0.60445058|0.49717131|0.51038593|0.44167611|0.55858886|0.74078441|0.51615441|0.57524848|0.51593697|0.6177386|0.54184353|0.8199358|0.43173063|0.82472652|0.73022056|0.62930644|0.54582173|0.55333614|0.71242249|0.61976814|0.57596487|0.65964478|0.42597595|0.51543814|0.61170012|0.55489856|0.44142187|0.35214749|0.47625342|0.63278788|0.36325312|0.45916912|0.47859085|0.53886724|0.5227837|0.56533021|0.44186419|0.42578605|0.40955317|0.58301997|0.59728837|0.54650998|0.6360842|0.6835202|0.47823429|0.61689574|0.39609301|0.61596173|0.576087|0.47851789|0.58873886|0.53971756|0.5362922|0.56171781|0.55325055|0.52634221|0.52609694|0.49529564|0.46889758|0.55833167|0.43693739|0.78017354|0.56718653|0.39837945|0.55772078|0.47519028|0.39133018|0.50375021|0.53583193|0.3930977|0.53277677|0.25383109|0.53132486|0.73669589|0.57187951|0.45175129|0.44575489|0.39235929|0.68243957|0.66649055|0.49185944|0.57243967|0.67549944|0.61046898|0.61924613|0.83361506|0.4568463|0.50641632|0.53066105|0.72960567|0.51930505|0.58775783|0.51886529|0.53824526|0.44407701|0.84647053|0.58716345|0.46563256|0.53886276|0.50487101|0.51139736|0.50129223|0.42139879|0.3111901|0.49226409|0.62471431|0.33562654|0.52079821|0.69224358|0.54072237|0.93269467|0.36786526|0.59825569|0.31252161|0.73995829|0.48765588|0.46894515|0.39513576|0.62716591|0.47851649|0.44161391|0.4604511|0.63438988|0.59255385|0.56313169|0.48733789|0.57386911|0.46282786|0.5184868|0.41658974|0.51185286|0.56217074|0.66296428|0.50921881|0.44919863|0.39726752|0.4691093|0.46098706|0.57222009|0.67166114|0.5077709|0.57038909|0.54365849|0.65061808|0.53030372|0.64932847|0.72012794|0.60219365|0.4417378|0.37067074|0.57990497|0.83361506|0.36773092|0.55437928|0.48194408|0.58837044|0.78224838|0.44804105|0.4833006
Arabia Saudita|0.037481487|0.12727723|0.087306246|0.48808369|0.31300509|0.20140469|0.12467328|0.25795066|0.63312536|0.14186084|0.1548865|0.16502088|0.08557862|0.19064575|0.26489511|0.154322|0.12597279|0.10017964|0.77792311|0.10694748|0.064036638|0.53781456|0.078053139|0.34584796|0.57611811|0.13862585|0.15597668|0.47159129|0.14941609|0.54849362|0.28406003|0.59668416|0.26954845|0.60289389|0.1521194|0.21405938|0.12245344|0.28366691|0.26511139|0.62198758|0.30789614|0.12374367|0.18531555|0.7169565|0.13401976|0.13739026|0.10644642|0.43950087|0.11258388|0.82775557|0.19332564|0.41792026|0.12272565|0.34280264|0.17322436|0.65486807|0.13105661|0.084633492|0.10950154|0.53608304|0.55449492|0.5738951|0.20169726|0.2926774|0.5852012|0.58713508|0.57928556|0.54864722|0.19818336|0.25014657|0.06794893|0.60905439|0.69046849|0.54387283|0.55740762|0.12727728|0.15243338|0.74822986|0.12894456|0.27208298|0.29532361|0.64099747|0.23402743|0.23450373|0.059464842|0.31724757|0.11359785|0.23867181|0.091480009|0.15756439|0.55009854|0.1603445|0.19436339|0.12885451|0.15760463|0.15911774|0.69389307|0.61351776|0.69692671|0.14175096|0.10456438|0.24711798|0.12366635|0.63914156|0.42870718|0.66297078|0.62929368|0.50143749|0.090427712|0.098902576|0.24197455|0.13313672|0.47040248|0.63897848|0.64423937|0.37094939|0.11756824|0.10667782|0.16230401|0.11583456|0.25329098|0.14671102|0.27139658|0.14715692|0.12248378|0.70206189|0.13998453|0.12759337|0.4820632|0.12119103|0.2644361|0.12968738|0.11705875|0.78528643|0.22741045|0.10190143|0.68248147|0.33272323|0.526438|0.56438541|0.68517148|0.57150108|0.30094513|0.38734078|0.24839458|0.20081729|0.10222365|0.67829621|0.65287519|0.58347213|0.24648225|0.59081084|0.3050752|0.49496102|0.45768067|0.54952121|0.17036915|0.13311249|0.52820152|0.14499301|0.12036725|0.20169726|0.68278116|0.064033195|0.61230391|0.34650728|0.50711936|0.12886442|0.13643473|0.13519871|0.24408811|0.26018021|0.12741065|0.42462316|0.25725546|0.095324352|0.14024526|0.10132716|0.29879993|0.24671249|0.53114456|0.52786052|0.6900326|0.12812862|0.58784491|0.30943602|0.30075088|0.26175842|0.15090129|0.28754178|0.4253031|0.41002196|0.27786195|0.45343849|0.10248837|0.13292792|0.64575267|0.3307336|0.14361233|0.26998553|0.12720032|0.58090299|0.72979641|0.12568794|0.10778219|0.27569747|0.56014442|0.1410138|0.5924539|0.16568401|0.62080348|0.28003848|0.66047996|0.10720614|0.11878835|0.1199263|0.12151353|0.083370872|0.18498127|0.32740033|0.058631293|0.55481309|0.19943139|0.12349711|0.15092862|0.27666563|0.10636837|0.20169726|0.25456879|0.11550991|0.548576|0.61713052|0.48168972|0.21623826|0.58463305
