|Posición|Descripcion|conc
5017|846692|Partes y accesorios de máquinas herramienta para trabajar madera, corcho, hueso, caucho endurecido, ...|846692 - Partes y accesorios de máquinas herramienta para trabajar madera, corcho, hueso, caucho endurecido, ...
5018|846693|Partes y accesorios de máquinas herramienta para trabajar metales, nep|846693 - Partes y accesorios de máquinas herramienta para trabajar metales, nep
5019|846694|Partes y accesorios de máquinas herramienta para trabajar metal sin arranque de materia, n.c.o.p. ...|846694 - Partes y accesorios de máquinas herramienta para trabajar metal sin arranque de materia, n.c.o.p. ...
5020|846711|Herramientas neumáticas, de uso manual, rotativas, incl. de percusión|846711 - Herramientas neumáticas, de uso manual, rotativas, incl. de percusión
5021|846719|Herramientas neumáticas, de uso manual, no rotativas|846719 - Herramientas neumáticas, de uso manual, no rotativas
5022|846721|Taladros de toda clase, incl. las perforadoras rotativas, con motor eléctrico incorporado, ...|846721 - Taladros de toda clase, incl. las perforadoras rotativas, con motor eléctrico incorporado, ...
5023|846722|Sierras, incl. las tronzadoras, con motor eléctrico incorporado, de uso manual|846722 - Sierras, incl. las tronzadoras, con motor eléctrico incorporado, de uso manual
5024|846729|Herramientas con motor eléctrico incorporado, de uso manual (exc. taladros de toda clase, incl. ...|846729 - Herramientas con motor eléctrico incorporado, de uso manual (exc. taladros de toda clase, incl. ...
5025|846781|Sierras o tronzadoras, de cadena, de uso manual, con motor incorporado que no sea eléctrico|846781 - Sierras o tronzadoras, de cadena, de uso manual, con motor incorporado que no sea eléctrico
5026|846789|Herramientas de uso manual, hidráulicas o con motor incorporado que no sea eléctrico (exc. ...|846789 - Herramientas de uso manual, hidráulicas o con motor incorporado que no sea eléctrico (exc. ...
5027|846791|Partes de sierras o tronzadoras de cadena, con motor incorporado, de uso manual, incl. eléctrico, ...|846791 - Partes de sierras o tronzadoras de cadena, con motor incorporado, de uso manual, incl. eléctrico, ...
5028|846792|Partes de herramientas neumáticas, de uso manual, n.c.o.p.|846792 - Partes de herramientas neumáticas, de uso manual, n.c.o.p.
5029|846799|Partes de herramientas hidráulicas o con motor incorporado, incl. eléctrico, de uso manual, ...|846799 - Partes de herramientas hidráulicas o con motor incorporado, incl. eléctrico, de uso manual, ...
5030|846810|Sopletes manuales para soldar|846810 - Sopletes manuales para soldar
5031|846820|Máquinas y aparatos de gas, para soldar o para temple superficial (exc. sopletes manuales)|846820 - Máquinas y aparatos de gas, para soldar o para temple superficial (exc. sopletes manuales)
5032|846880|Máquinas y aparatos para soldar sin gas (exc. máquinas y aparatos eléctricos de la partida ...|846880 - Máquinas y aparatos para soldar sin gas (exc. máquinas y aparatos eléctricos de la partida ...
5033|846890|Partes de máquinas y aparatos para soldar o para temple superficial, no eléctricos, n.c.o.p.|846890 - Partes de máquinas y aparatos para soldar o para temple superficial, no eléctricos, n.c.o.p.
5034|846900|Máquinas de escribir, excepto las impresoras de la partida 8443; máquinas para tratamiento ...|846900 - Máquinas de escribir, excepto las impresoras de la partida 8443; máquinas para tratamiento ...
5035|846911|Máquinas para tratamiento o procesamiento de textos (exc. máquinas automáticas para tratamiento ...|846911 - Máquinas para tratamiento o procesamiento de textos (exc. máquinas automáticas para tratamiento ...
5036|846912|Máquinas de escribir automáticas (exc. máquinas para tratamiento de textos y máquinas automáticas ...|846912 - Máquinas de escribir automáticas (exc. máquinas para tratamiento de textos y máquinas automáticas ...
5037|846920|Máquinas de escribir, eléctricas (exc. máquinas automáticas para tratamiento o procesamiento ...|846920 - Máquinas de escribir, eléctricas (exc. máquinas automáticas para tratamiento o procesamiento ...
5038|846930|Máquinas de escribir, no eléctricas|846930 - Máquinas de escribir, no eléctricas
5039|847010|Calculadoras electrónicas que funcionen sin fuente de electricidad exterior y máquinas de bolsillo ...|847010 - Calculadoras electrónicas que funcionen sin fuente de electricidad exterior y máquinas de bolsillo ...
5040|847021|Máquinas de calcular electrónicas, con dispositivo de impresión incorporado, conectadas a la ...|847021 - Máquinas de calcular electrónicas, con dispositivo de impresión incorporado, conectadas a la ...
5041|847029|Máquinas de calcular electrónicas, sin dispositivo de impresión incorporado, conectadas a la ...|847029 - Máquinas de calcular electrónicas, sin dispositivo de impresión incorporado, conectadas a la ...
5042|847030|Máquinas de calcular no electrónicas|847030 - Máquinas de calcular no electrónicas
5043|847040|Máquinas de contabilidad, con dispositivo para cálculo incorporado(exc. máquinas para tratamiento ...|847040 - Máquinas de contabilidad, con dispositivo para cálculo incorporado(exc. máquinas para tratamiento ...
5044|847050|Cajas registradoras con dispositivo para cálculo incorporado|847050 - Cajas registradoras con dispositivo para cálculo incorporado
5045|847090|Máquinas de contabilidad, con dispositivo para cálculo incorporado, máquinas para tratamiento ...|847090 - Máquinas de contabilidad, con dispositivo para cálculo incorporado, máquinas para tratamiento ...
5046|847110|Máquinas automáticas para tratamiento o procesamiento de datos, analógicas o híbridas|847110 - Máquinas automáticas para tratamiento o procesamiento de datos, analógicas o híbridas
5047|847130|Máquinas automáticas para tratamiento o procesamiento de datos, digitales, portátiles, de peso ...|847130 - Máquinas automáticas para tratamiento o procesamiento de datos, digitales, portátiles, de peso ...
5048|847141|Máquinas automáticas para tratamiento o procesamiento de datos, digitales, que incluyan en ...|847141 - Máquinas automáticas para tratamiento o procesamiento de datos, digitales, que incluyan en ...
5049|847149|Máquinas automáticas para tratamiento o procesamiento de datos, digitales, presentadas con ...|847149 - Máquinas automáticas para tratamiento o procesamiento de datos, digitales, presentadas con ...
5050|847150|Unidades de proceso digitales, para máquinas automáticas para tratamiento o procesamiento de ...|847150 - Unidades de proceso digitales, para máquinas automáticas para tratamiento o procesamiento de ...
5051|847160|Unidades de entrada o salida, digitales, para máquinas automáticas para tratamiento o procesamiento ...|847160 - Unidades de entrada o salida, digitales, para máquinas automáticas para tratamiento o procesamiento ...
5052|847170|Unidades de memoria para máquinas automáticas para tratamiento o procesamiento de datos, digitales|847170 - Unidades de memoria para máquinas automáticas para tratamiento o procesamiento de datos, digitales
5053|847180|Unidades de máquinas automáticas para tratamiento o procesamiento de datos, digitales (exc. ...|847180 - Unidades de máquinas automáticas para tratamiento o procesamiento de datos, digitales (exc. ...
5054|847190|Lectores magnéticos y ópticos, máquinas para registro de datos sobre soporte en forma codificada ...|847190 - Lectores magnéticos y ópticos, máquinas para registro de datos sobre soporte en forma codificada ...
5055|847210|Copiadoras hectográficas, incl. los mimeógrafos (exc. máquinas para imprimir, así como los ...|847210 - Copiadoras hectográficas, incl. los mimeógrafos (exc. máquinas para imprimir, así como los ...
5056|847220|Máquinas para imprimir direcciones o estampar placas de direcciones (exc. máquinas de escribir ...|847220 - Máquinas para imprimir direcciones o estampar placas de direcciones (exc. máquinas de escribir ...
5057|847230|Máquinas de clasificar, plegar, meter en sobres o colocaren fajas, correspondencia, máquinas ...|847230 - Máquinas de clasificar, plegar, meter en sobres o colocaren fajas, correspondencia, máquinas ...
5058|847290|Máquinas y aparatos de oficina, n.c.o.p.|847290 - Máquinas y aparatos de oficina, n.c.o.p.
5059|847310|Partes y accesorios para máquinas de escribir y máquinas para tratamiento de textos de la partida ...|847310 - Partes y accesorios para máquinas de escribir y máquinas para tratamiento de textos de la partida ...
5060|847321|Partes y accesorios para máquinas de calcular electrónicas de las subpartidas 8470.10, 8470.21 ...|847321 - Partes y accesorios para máquinas de calcular electrónicas de las subpartidas 8470.10, 8470.21 ...
5061|847329|Partes y accesorios para máquinas de calcular no electrónicas o para máquinas de contabilidad, ...|847329 - Partes y accesorios para máquinas de calcular no electrónicas o para máquinas de contabilidad, ...
5062|847330|Partes y accesorios para máquinas automáticas para tratamiento de información y demás máquinas ...|847330 - Partes y accesorios para máquinas automáticas para tratamiento de información y demás máquinas ...
5063|847340|Partes y accesorios para máquinas y aparatos de oficina de la partida 8472, n.c.o.p.|847340 - Partes y accesorios para máquinas y aparatos de oficina de la partida 8472, n.c.o.p.
5064|847350|Partes y accesorios que puedan utilizarse indistintamente con máquinas de escribir, máquinas ...|847350 - Partes y accesorios que puedan utilizarse indistintamente con máquinas de escribir, máquinas ...
5065|847410|Máquinas y aparatos de clasificar, cribar, separar o lavar materias minerales sólidas, incl. ...|847410 - Máquinas y aparatos de clasificar, cribar, separar o lavar materias minerales sólidas, incl. ...
5066|847420|Máquinas y aparatos de quebrantar, triturar, triturar o pulverizar materias minerales sólidas|847420 - Máquinas y aparatos de quebrantar, triturar, triturar o pulverizar materias minerales sólidas
5067|847431|Hormigoneras y aparatos de amasar mortero (exc. montadas en chasis de vagones o de vehículos ...|847431 - Hormigoneras y aparatos de amasar mortero (exc. montadas en chasis de vagones o de vehículos ...
5068|847432|Máquinas de mezclar materia mineral con asfalto|847432 - Máquinas de mezclar materia mineral con asfalto
5069|847439|Máquinas y aparatos de mezclar o malaxar materias minerales sólidas, incl. el polvo y las pastas ...|847439 - Máquinas y aparatos de mezclar o malaxar materias minerales sólidas, incl. el polvo y las pastas ...
5070|847480|Máquinas de aglomerar, conformar o moldear combustibles minerales sólidos, pastas cerámicas, ...|847480 - Máquinas de aglomerar, conformar o moldear combustibles minerales sólidos, pastas cerámicas, ...
5071|847490|Partes de máquinas y de aparatos para preparar y trabajar materias minerales de la partida ...|847490 - Partes de máquinas y de aparatos para preparar y trabajar materias minerales de la partida ...
5072|847510|Máquinas para montar lámparas, tubos o válvulas eléctricos o electrónicos o lámparas de destello, ...|847510 - Máquinas para montar lámparas, tubos o válvulas eléctricos o electrónicos o lámparas de destello, ...
5073|847521|Máquinas para fabricar fibras ópticas y sus esbozos|847521 - Máquinas para fabricar fibras ópticas y sus esbozos
5074|847529|Máquinas para fabricar o trabajar en caliente el vidrio o suss manufacturas (exc. hornos y ...|847529 - Máquinas para fabricar o trabajar en caliente el vidrio o suss manufacturas (exc. hornos y ...
5075|847590|Partes de máquinas para montar lámparas, tubos o válvulas eléctricos o electrónicos o lámparas ...|847590 - Partes de máquinas para montar lámparas, tubos o válvulas eléctricos o electrónicos o lámparas ...
5076|847621|Máquinas automáticas para la venta de bebidas, con dispositivo de calentamiento o refrigeración ...|847621 - Máquinas automáticas para la venta de bebidas, con dispositivo de calentamiento o refrigeración ...
