Sector|Afganistán|Albania|Alemania|Andorra|Angola|Anguila|Antigua y Barbuda|Arabia Saudita|Argelia|Argentina|Armenia|Aruba|Australia|Austria|Azerbaiyán|Bahamas|Bahréin|Bangladesh|Barbados|Belice|Benín|Bermudas|Bielorrusia|Bolivia|Bosnia|Botsuana|Brasil|Brunéi|Bulgaria|Burkina Faso|Burundi|Bután|Bélgica|Cabo Verde|Camboya|Camerún|Canadá|Chad|Chile|China|Chipre|Comoras|Congo|Corea del Sur|Costa Rica|Costa de Marfil|Croacia|Cuba|Dinamarca|Dominica|Ecuador|Egipto|El Salvador|Emiratos Árabes Unidos|Eritrea|Eslovaquia|Eslovenia|España|Estados Unidos|Estonia|Etiopía|Filipinas|Finlandia|Fiyi|Francia|Gabón|Gambia|Georgia|Ghana|Gibraltar|Granada|Grecia|Groenlandia|Guam|Guatemala|Guinea|Guinea-Bisáu|Guyana|Haití|Honduras|Hungría|India|Indonesia|Iraq|Irlanda|Irán|Islandia|Islas Caimán|Islas Turcas y Caicos|Israel|Italia|Jamaica|Japón|Jordania|Kazajistán|Kenia|Kirguistán|Kuwait|Laos|Lesoto|Letonia|Liberia|Libia|Lituania|Luxemburgo|Líbano|Macao|Madagascar|Malasia|Maldivas|Malta|Malí|Marruecos|Mauricio|Mauritania|Micronesia|Moldavia|Mongolia|Montenegro|Montserrat|Mozambique|Myanmar|México|Nicaragua|Noruega|Nueva Zelanda|Níger|Omán|Pakistán|Palaos|Palestina|Paraguay|Países Bajos|Perú|Polonia|Portugal|Qatar|Reino Unido|República Centroafricana|República Checa|República Democratica del Congo|República Dominicana|Ruanda|Rumania|Rusia|San Cristóbal Y Nieves|San Marino|Senegal|Serbia|Seychelles|Sierra Leona|Singapur|Siria|Somalia|Sri Lanka|Sudáfrica|Sudán|Suecia|Suiza|Surinam|Tailandia|Taiwán|Tanzania|Tayikistán|Togo|Tokelau|Tonga|Trinidad y Tobago|Turkmenistán|Turquía|Tuvalu|Túnez|Ucrania|Uganda|Uruguay|Uzbekistán|Vanuatu|Venezuela|Vietnam|Yemen|Yibuti|Zambia|Zimbabue
Objetos de arte, antigüedades y menajes|0.061362229|0.52194202|0.35379511|0.38161296|0.30534762|0.063774213|0.055935301|0.44668579|0.107844|0.51353616|0.033692952|0.15568228|0.60410017|0.62503237|0.036199301|0.17214498|0.04085926|0.50129545|0.11625835|0.13039654|0.48385|0.034932178|0.046551742|0.46122116|0.62457639|0.78365242|0.55687261|0.057359703|0.25922775|0.024886727|0.025925864|0.18587899|0.23959082|0.11870866|0.57599914|0.41046774|0.38501409|0.0|0.43958566|0.090477504|0.27625284|0.081041574|0.03671065|0.34727648|0.29166883|0.33227241|0.0|0.20139907|0.18752256|0.034133792|0.25315177|0.26084974|0.12139627|0.18343645|1.0|0.076052129|0.05071114|0.75963676|0.39490342|0.06704326|0.5659833|0.35825616|0.30032203|0.03355886|0.60282707|0.066230215|0.023666233|0.048489023|0.30408943|0.21402684|0.051144086|0.034758843|1.0|0.0|0.13203144|0.024034221|0.034003846|0.087288655|0.12550128|0.079819269|0.29329669|0.30596948|0.31845558|0.0|0.53827208|0.34940755|0.51235074|0.05744468|0.22466165|0.19659427|0.54617423|0.087277003|0.4816134|0.021658529|0.31374383|0.33302176|0.056430317|0.3703208|0.33621949|0.16200989|0.046348304|0.03237674|0.0|0.050037351|0.84609556|0.45785832|0.33814716|0.16249387|0.080146626|0.039835379|0.77244323|0.023381911|0.35256955|0.05137863|0.021994602|0.31678239|0.40121335|0.045675725|0.035024602|0.073480144|0.46135056|0.57992053|0.67037928|0.11449286|0.74677646|0.10042777|0.023996461|0.17834866|0.39651918|0.24428345|0.28671241|0.22690269|0.43247056|0.44378033|0.45250866|0.70382988|0.45353532|0.5286963|0.094317406|0.16498294|0.18102324|0.21071647|0.037010539|0.24887455|0.19790208|0.21384947|0.0|0.44521108|0.16487853|0.063293174|0.020991143|0.47226125|0.033434473|0.27300793|0.43520188|0.32504043|0.25243491|0.32715034|0.75220847|0.18034701|0.19818032|0.1065371|0.29166153|0.041161332|0.021131136|1.0|0.28249529|0.082800582|0.25773135|0.27734339|0.37597162|0.33145189|0.74099189|0.037160508|0.35296595|0.056984976|0.055849358|0.14947698|0.16948944|0.07111764|0.0|0.57828957|0.61598027
Otros agrícola|0.31289619|0.26985624|0.32621953|0.38161296|0.75558674|0.38649583|0.097748421|0.513327|0.83679247|0.092238992|0.23002112|0.63165224|0.37461361|0.11371161|0.18934278|0.12734242|0.15260415|0.4574022|0.15000361|0.29470941|0.55821484|0.14906684|0.20843941|0.21362615|0.28638279|0.14838454|0.13626458|0.22519904|0.073278144|0.4304018|0.20709904|0.45096079|0.69001275|0.28824002|0.33896244|0.30149338|0.66512066|0.35182416|0.35179728|0.24469408|0.11867245|0.1532657|0.77190793|0.23173577|0.20900902|0.27173683|0.0|0.37409186|0.5297389|0.1436639|0.14736214|0.55470294|0.29663038|0.41574615|1.0|0.18091135|0.1948947|0.35840315|0.51673508|0.21227467|0.41679862|0.19315277|0.39333993|0.18026868|0.34465227|0.37838963|0.41049042|0.17921962|0.3477861|0.49181765|0.27141386|0.230818|1.0|0.0|0.26403996|0.76945829|0.81602383|0.13863099|0.46999371|0.43984187|0.7646848|0.34332979|0.64888453|0.54816139|0.41552305|0.17536907|0.26790553|0.12183042|0.22466165|0.31921679|0.182675|0.283804|0.37134391|0.65329772|0.14302826|0.1642759|0.21556258|0.23689674|0.33621949|1.0|0.17261994|0.048646495|0.0|0.15757889|0.17076726|0.71400559|0.33814716|0.22426696|0.27446592|0.21350239|0.16852649|0.37291092|0.62519509|0.23641652|0.42059377|0.31678239|0.40121335|0.1596555|0.24695113|0.13161308|0.24378997|0.32826167|0.24911657|0.4937256|0.19952734|0.37508774|0.46027583|0.319561|0.24400485|0.47540909|0.28671241|0.0|0.36970311|0.23948967|0.54776341|0.736148|0.39295834|0.39765418|0.42024577|0.12038426|0.76459283|0.33325866|0.15541479|0.22136465|0.43906659|0.43807736|0.0|0.2960149|0.34222865|0.22210991|0.40484616|0.60635799|0.12057203|0.27300793|1.0|0.14101681|0.20647527|0.28206885|0.79793942|0.14626426|0.074655786|0.29425395|0.29166153|0.25438011|0.38195503|1.0|0.22265984|0.45195854|0.25773135|0.15794563|0.56892526|0.81803298|0.054637283|0.82098818|0.2535511|0.11723891|0.30611765|0.46589479|0.432459|0.22991905|0.26999256|0.17667025|0.27605674
Otros pecuario|0.48659983|0.35523325|0.50767052|0.38161296|0.33146447|0.48751259|0.1131106|0.18721291|0.30063897|0.31677872|0.4441798|0.30950087|0.17399195|0.23797062|0.31450921|0.21290854|0.32929212|0.42946348|0.23271145|0.23511347|0.33805323|0.35151672|0.45985556|0.24229871|0.51089776|0.42332312|0.66280776|0.45632121|0.36699817|0.37049508|0.35422871|0.81563842|0.15104032|0.38870382|0.33896244|0.28858405|0.68419766|0.26139557|0.18507031|0.52426142|0.37541783|0.44596326|0.49151814|0.59422421|0.3251819|0.22429802|0.0|0.15472339|0.689659|0.21159351|0.066661939|0.48923817|0.28288758|0.21704616|1.0|1.0|0.3955574|0.38797617|0.53215796|0.42614061|0.40191829|0.34131092|0.3271724|0.44433779|0.398601|0.32413593|0.3517389|0.35527104|0.29126111|0.83751673|0.13403642|0.28379264|1.0|0.0|0.28548694|0.32999521|0.319132|0.12276723|0.24131747|0.23110908|0.32412609|0.26379716|0.72779965|0.0|0.26529542|0.34940755|0.44160476|0.19099587|0.22466165|0.14680114|0.60103768|0.2496253|0.64210629|0.30183446|0.36652362|0.26773649|0.46366996|0.21768352|0.33621949|0.69346213|0.34202904|0.45712444|0.0|0.31280631|0.43072557|0.30081677|1.0|0.29827708|0.53281462|0.41923332|0.33625689|0.31442854|0.15989149|0.50630438|0.36616451|0.31678239|0.40121335|0.35025102|0.28818551|0.21326214|0.15465941|0.40571535|0.37287015|0.22052932|0.18261302|0.81142384|0.38930696|0.27764833|0.97116601|0.82348204|0.28671241|0.26902893|0.23987314|0.14749533|0.40987575|0.28434944|0.19505891|0.24468428|0.34462881|0.26471156|0.18102324|0.35930246|0.42430377|0.23678187|0.42162654|0.15419036|0.0|0.35376692|0.29842851|0.45192003|0.33672193|0.18354496|0.44242352|0.27300793|0.4203268|0.22866608|0.31293109|0.42845631|0.37885845|0.12990262|0.58508599|0.53638846|0.29166153|0.49654025|0.32560304|1.0|0.50890374|0.12169582|0.25773135|0.10106184|0.86542547|0.26389879|0.18938527|0.37306869|0.62639689|0.56643099|0.50578308|0.053590458|0.95261532|0.15324742|0.35377702|0.46937194|0.45369527
Otros servicios|0.13460551|0.42351234|0.55983919|0.38161296|0.31817782|0.046086609|0.23350391|0.09097974|0.093056701|0.11979136|0.25716963|0.13435541|0.1189976|0.09477745|0.20353499|0.15756832|0.21051247|0.027342793|0.16527824|0.1586844|0.3826946|0.16496068|0.24763329|0.16802353|0.32832056|0.1972757|0.1119|0.16572662|0.15207501|0.41475284|0.32771313|0.63905847|0.080676608|0.43160832|0.33896244|0.070836067|0.075182445|0.0|0.12209719|0.059081625|0.15865047|0.46008369|0.45157743|0.030902535|0.25865769|0.25625947|0.0|0.052130662|0.1368435|0.16054413|0.03438573|0.09764564|0.107242|0.097989202|1.0|0.24274361|0.22331354|0.12090315|0.10123422|0.24082388|0.11252242|0.249578|0.16966709|0.2351027|0.13859251|0.066230215|0.39519343|0.20574629|0.36155096|0.53085327|0.3003931|0.1415709|1.0|0.0|0.165205|0.37369192|0.36155519|0.15400477|0.13925685|0.46144566|0.17357871|0.11558831|0.14312732|0.0|0.14488623|0.34940755|0.33560857|0.36728489|0.22466165|0.10293117|0.097707123|0.13335468|0.15205413|0.13980599|0.16989391|0.22245045|0.24254097|0.13122669|0.33621949|0.42365366|0.18838648|0.23411328|0.0|0.18588227|0.18725842|0.14236772|0.33814716|0.25056872|0.093619123|0.22824025|0.18571427|0.357696|0.28780368|0.30591983|0.40725771|0.31678239|0.40121335|0.21303153|0.34324968|0.40670919|0.33409685|0.20785725|0.28353834|0.12742089|0.12322839|0.16046219|0.44488358|0.15901127|0.26194075|0.53058439|0.28671241|0.10206953|0.073170505|0.0|0.10871864|0.12912044|0.13460091|0.081861041|0.094317406|0.097487204|0.18102324|0.11013189|0.19631246|0.070928492|0.092459768|0.16772211|0.0|0.39745837|0.50024235|0.25231314|0.39032075|0.10138633|0.244784|0.27300793|0.2816582|0.17303982|0.13565704|0.11296763|0.13489835|0.26585603|0.72097611|0.079123303|0.29166153|0.28276393|0.36738923|1.0|0.014229917|0.13939306|0.25773135|0.17075318|0.55119967|0.41616243|0.14478014|0.20811626|0.1456697|0.30790013|0.54078424|0.068926841|0.19869223|0.39114022|0.0|0.45566446|0.31547713
Papel y cartón|0.32683176|0.46240872|0.15142813|0.067372866|0.2753149|0.14601539|0.26821491|0.067999393|0.36949083|0.52663624|0.067313492|0.26705846|0.18601871|0.40966693|0.16357844|0.063429035|0.1824052|0.29775715|0.56399429|0.11559671|0.40326878|0.13574319|0.19449151|0.43983704|0.27272636|0.16313466|0.52570915|0.21084394|0.16742791|0.45876396|0.27518499|0.41894475|0.170122|0.33261842|0.62949795|0.43165115|0.10954507|0.48485357|0.30594635|0.34124929|0.0509606|0.48917335|0.50765866|0.52506346|0.55654114|0.58725584|0.0|0.46081185|0.081164271|0.50807476|0.5593257|0.33368087|0.59649312|0.11014941|1.0|0.12625241|0.56167924|0.195904|0.17274603|0.090045877|0.46203998|0.59546471|0.0|0.1939528|0.12226121|0.49414855|0.43842456|0.085852556|0.37819952|0.47173691|0.28693444|0.082244888|1.0|0.0|0.3972531|0.40525347|0.39187998|0.17037874|0.61951077|0.37355158|0.077603072|0.44814768|0.13080293|0.0|0.081368506|0.16184378|0.29345992|0.13600694|0.22466165|0.076574475|0.24558982|0.5351513|0.1810662|0.096747145|0.12972069|0.19312644|0.17798647|0.11482895|0.33621949|0.35645056|0.075056255|0.20536628|0.0|0.089393228|1.0|0.122632|0.33814716|0.42985842|0.33875588|0.19924372|0.15457429|0.38884062|0.22798306|0.26300156|0.43625447|0.31678239|0.40121335|0.18529963|0.32924622|0.37967879|0.38638681|0.35630059|0.56129575|0.26599193|0.064943798|0.33358079|0.48832577|0.141886|0.21542776|0.45673877|0.28671241|0.37074989|0.35376954|0.55243045|0.22432309|0.066339783|0.27193809|0.12278314|0.5210222|0.048125751|0.18102324|0.64301449|0.16946067|0.27735579|0.0|0.22599784|0.0|0.41711003|0.47766849|0.10106812|0.43184218|0.051753484|0.3326785|0.27300793|0.11428124|0.086712345|0.45969114|0.020723518|0.090232283|0.55558813|0.56416607|0.33382213|0.29166153|0.2400986|0.40900016|1.0|0.094733343|0.55460459|0.25773135|0.42899418|0.48248112|0.25023764|0.17474318|0.19167107|0.45486951|0.24917835|0.3389501|0.48652059|0.6618737|0.34549561|0.10984378|0.3196238|0.2892316
Plástico y caucho|0.50116712|0.79012555|0.54700851|0.38161296|0.71904224|0.68397582|0.5573535|0.36717016|0.70549536|1.0|0.40211481|0.65261853|0.30936068|0.2954894|0.24532464|0.43082246|0.58064502|0.44507188|0.72864997|0.78842461|0.51198542|0.40725246|0.38619673|1.0|0.44544441|0.46914008|1.0|0.72283882|0.61205202|0.54258025|0.54571247|0.43726671|0.61551338|0.52267033|0.17803438|0.71108377|0.49779326|0.70316416|1.0|0.66814089|0.42088258|0.24803181|0.6219393|0.25842929|0.88016522|0.76640439|0.0|0.82619601|0.38034213|0.29066116|0.84707701|0.60688227|0.94419539|0.29874295|1.0|0.33383024|0.49630493|0.73020488|0.72296548|0.34812841|0.44755259|0.61317611|0.4504475|0.49999329|0.47139853|0.61694568|0.42508715|0.34326932|0.81675482|0.35398218|0.73308837|0.50861418|1.0|0.0|1.0|0.61490089|0.62348318|0.89147985|0.66166759|0.91640258|0.47410721|0.87165785|0.89584887|0.47918445|0.6118387|0.0|0.46919569|0.43692157|0.55921227|0.52775276|0.64854527|0.75729859|0.40109974|0.50876272|0.60019672|0.36172533|0.51929402|0.52214193|0.33621949|0.74832672|0.82920128|0.34632388|0.0|0.65865576|0.47692814|0.67196125|0.33814716|0.86127406|0.72835243|0.75033998|0.37767366|0.62873417|0.91768926|0.42179844|0.65533042|0.31678239|0.15448454|0.65035462|0.54339248|0.54004622|0.62701064|0.45020533|1.0|0.69978529|0.35441944|0.44906345|0.47441375|0.57048833|0.86868507|0.90085363|0.021707725|0.64389902|0.45985645|1.0|0.60912102|0.76250434|0.69386363|0.64409256|0.56600529|0.2954914|0.50093573|1.0|0.51146173|0.48663545|0.21245982|0.58176804|0.0|0.79061568|0.86649454|0.53904092|0.41896623|0.62099731|0.83808184|0.27300793|0.73551464|0.62851036|0.47245288|0.55780828|0.50382334|0.84621459|0.70556486|0.56034589|0.29166153|0.5542627|0.69248605|0.38469386|0.17927137|0.90530592|0.017152045|0.53056657|0.95626915|0.70176327|0.67215639|0.4582271|0.70562744|0.094544038|0.64325213|1.0|0.55867159|0.66602206|0.065163307|0.72119403|0.1955491
Porcino|0.59354699|0.38530186|0.22323969|0.38161296|0.42334002|0.54760563|0.31477231|0.27823794|0.34583062|0.25741044|0.51788223|0.19049507|0.26242977|0.32994908|0.51753014|0.30018759|0.0|0.26481503|0.08661361|0.32681215|0.028860897|0.50481075|0.53317773|0.082953855|0.52408624|0.48514503|0.29387015|0.57295692|0.41546768|0.051941749|0.48902085|0.96683878|0.22499898|0.41632274|0.33896244|0.37018982|0.15765992|0.3976016|0.17225531|0.2182695|0.4355939|0.3184168|0.054816898|0.084353171|0.10386127|0.64356589|0.0|0.23416999|0.20683414|0.32289353|0.0|0.291381|0.16467687|0.0|1.0|0.45648995|0.43294168|0.2091286|0.14953338|0.47581363|0.26244774|0.17682606|0.43030372|0.51579392|0.24791974|0.44211859|0.050416127|0.48424083|0.038628928|0.95595646|0.25225961|0.31913447|1.0|0.0|0.17840505|0.038971353|0.048457194|0.21128774|0.20050003|0.19876742|0.39341819|0.32027501|0.43127733|0.0|0.30129379|0.34940755|0.21734445|0.35367393|0.22466165|0.20906362|0.27311379|0.192304|0.26732326|0.38757339|0.4390305|0.32084993|0.5476675|0.0|0.33621949|0.76800364|0.38911653|0.50579059|0.0|0.40604097|0.49185184|0.35506561|0.33814716|0.16249387|0.30455887|0.52124989|0.45098093|0.050060727|0.33609104|0.62541246|0.036421828|0.31678239|0.40121335|0.52382153|0.16041066|0.57059777|0.19985922|0.39204019|0.29612988|0.29731518|0.27169338|0.27862018|0.03892415|0.089808166|0.42393553|0.96611166|0.28671241|0.10206953|0.19407597|0.034910288|0.31991792|0.31527951|0.0|0.20065789|0.40553275|0.37901619|0.18102324|0.075513169|0.53959036|0.30071729|0.092459768|0.40998799|0.0|0.050873414|0.019165324|0.56757963|0.035167504|0.31240118|0.53313065|0.27300793|0.52671021|0.33712688|0.0|0.30967587|0.1892302|0.30158401|0.32570195|0.36131626|0.29166153|0.5870499|0.035342492|1.0|0.61513793|0.22745782|0.25773135|0.023212504|0.9034636|0.17342514|0.33473498|0.48683563|0.30229887|0.66986179|0.43122751|0.56331575|0.62614971|0.0|0.50083852|0.21979675|0.41241124
Químico|0.092341453|0.40483582|0.3721413|0.12843758|0.52165747|0.23641428|0.59311253|0.59832096|0.91286552|0.78236532|0.2006336|0.50751281|0.58956802|0.49811119|0.17657389|0.5768736|0.60859579|0.71334708|0.55205429|0.67025304|0.45391333|0.25098473|0.014849521|0.81062853|0.094360217|0.35417265|0.72432864|0.3200773|0.18270482|0.49686217|0.51613957|0.6031934|0.46819434|0.34526917|0.039464265|0.38441047|0.29467821|0.47034693|0.65060091|0.78694773|0.13092658|0.0|0.57775301|0.33172369|0.90347171|0.66199005|0.0|0.67539036|0.39817321|0.8266288|0.80940104|0.54230523|0.87092161|0.38859966|1.0|0.21257061|0.65180171|0.556207|0.25741199|0.41102207|0.91968179|0.72006953|0.15369678|0.31867039|0.32527149|0.47979245|0.48708415|0.19314057|0.6413722|0.25717112|0.34576625|0.5563367|0.0|0.0|0.77729493|0.44241333|0.42690992|0.97830355|0.7304827|0.7601794|0.49167258|0.73554498|1.0|0.45473558|0.44362655|0.029877964|0.23022741|0.64589989|0.63480496|0.60681832|0.513901|0.67335427|0.56345695|0.46746314|0.62306768|0.49920693|0.35245168|0.43906695|0.33621949|0.61569035|0.35462576|0.24884285|0.54960316|0.018161181|0.30121091|0.72856677|0.097491905|0.56736684|0.63696045|0.32991183|0.21291713|0.43718728|0.77452898|0.24997784|0.80824685|0.31678239|0.19453648|0.17221977|0.46924365|0.4349902|0.76515114|0.89939392|0.74808192|0.68574494|0.09964253|0.57480615|0.4319135|0.7236554|0.92103201|0.65480715|0.28671241|0.71144038|0.52423739|0.9301244|0.75297582|0.42220595|0.24269438|0.37359861|0.43251961|0.56708604|0.39469257|0.89538985|0.18315984|0.57547426|0.45227194|0.31346396|0.0|0.62238258|0.95252013|0.20891047|0.37813285|0.55349994|0.85889524|0.0|0.82221407|0.77311194|1.0|0.39932245|0.49098617|0.919303|0.90203047|0.47937703|0.29166153|0.29729578|0.46677426|0.49035248|0.1513398|0.80066359|0.62302417|0.61726099|0.80466259|0.71513379|0.53136641|0.66496074|0.83043957|0.26228914|0.58907193|0.86505461|0.64383709|0.86418748|0.67576379|0.44195545|0.18332466
Textiles y Confecciones|0.71220469|0.53817075|0.66889125|0.38161296|0.69752848|0.60432673|0.61073828|0.72463715|0.21562552|0.69879401|0.21717371|0.76480383|0.46634167|0.61019921|0.34540367|0.8289184|0.72141188|0.60313869|0.74458361|0.49129081|0.29318985|0.57916915|0.26404351|0.8527602|0.13706833|1.0|0.62241262|0.25430307|0.80355173|0.31412014|0.34123328|0.70108497|0.44738561|0.13316917|0.64988548|0.21425775|0.78447974|0.30675203|0.85793418|0.69545817|0.72666895|0.18266131|0.31796387|0.40707305|1.0|0.50945616|0.0|0.80372739|0.26668188|0.58474398|0.95987654|0.59114462|0.60971379|0.79924369|0.0|0.29406509|0.62808836|0.69797188|0.89790201|0.61364388|0.073421568|0.66449505|0.79679328|0.25016996|0.67939758|0.27666461|0.17613713|0.52926713|0.62789899|0.74660373|0.695925|0.75564009|1.0|0.0|0.84105289|0.27419522|0.57127506|0.56143248|0.64543229|0.77359748|0.44335154|0.48767072|0.37335816|0.32497528|0.59955245|0.71631098|0.49918017|0.63360345|0.7088533|0.62679374|0.74405646|0.73838127|0.68437433|0.56319505|0.50911772|0.46229452|0.042811304|0.89799905|0.89631248|0.0|0.66564322|0.60420209|0.0|0.62615961|0.78375292|0.80050009|0.0|0.39663714|0.43600082|1.0|0.65184891|0.15281315|0.53973663|1.0|0.14943722|0.31678239|0.081466138|0.23905382|0.79285884|0.28250688|0.16920376|0.64083129|0.9784044|0.62867832|0.47199899|0.49996734|0.16604154|0.71059269|0.012600713|0.1071533|0.77248466|0.54220521|0.67174375|0.76178133|0.65223217|0.57966101|0.71105218|0.74591869|0.23716231|0.61276269|0.45025426|0.7755872|0.33940017|0.50947547|0.58682579|0.79550827|0.0|0.19560939|0.72783309|1.0|0.2948792|0.63468081|0.22920853|0.27300793|0.97117686|0.45404804|0.28307578|0.57869035|0.67167878|0.65115964|0.53820294|0.50385547|0.61300582|0.19832407|0.2836659|0.15919688|0.12267214|0.57232642|0.0|0.63470376|0.35723969|0.6051504|0.65074158|0.72638911|0.75323963|0.19190696|0.55806851|0.53555703|0.5174818|0.42530811|0.32131484|0.41987768|0.2077354
Vehículos y otros medios de transporte|0.0|0.58090764|0.30566883|0.11219388|0.29089552|0.29161894|0.73386669|0.31714043|0.40425447|0.665061|0.24343418|0.23277444|0.32149938|0.47230315|0.21903138|0.56078261|0.19694334|0.39781532|0.37342721|0.50871235|0.41700041|0.47573993|0.2219308|0.66062379|0.16653492|0.17669249|0.07925868|0.24038997|0.035267301|0.68258315|0.38076293|0.39998394|0.30095732|0.30495059|0.022064991|0.50025433|0.25894305|0.43353638|0.49150866|0.19992074|0.14501885|0.35442036|0.47482133|0.1513972|0.44572014|0.69409919|0.0|0.26837647|0.59582466|0.38774419|1.0|0.46750328|0.37626654|0.31360126|1.0|0.0|0.66488749|0.40011024|0.45738277|0.11087371|0.80001193|0.14829358|0.68125361|0.22161843|0.2280795|0.40922472|0.45191336|0.43162242|0.73249525|0.51088989|0.41518915|0.12006797|1.0|0.0|0.50026238|0.4187918|0.67896819|0.51919442|0.48639637|0.4854939|0.30710283|0.46172166|0.080922022|0.0|0.057087015|0.34940755|0.10373221|0.795012|0.22466165|0.39341378|0.30048007|0.40991887|0.16841172|0.15645297|0.15646245|0.75934684|0.22890806|0.58389544|0.74804842|0.37148881|0.51367533|0.09247008|0.54960316|0.81298578|0.69925678|0.6324138|0.33814716|0.41391039|0.35175061|0.18424767|0.70947903|0.40229112|0.684636|0.27923572|0.44951814|0.31678239|0.40121335|0.19960955|0.31582999|0.32849514|0.28554219|0.75609219|0.61638439|0.44705302|0.52245975|0.14505681|0.50185901|0.45049948|0.43750918|0.51222026|0.28671241|0.30458018|0.34181616|0.45688352|0.14024463|0.48569345|0.4192304|0.26086062|0.4633292|0.30951369|0.18102324|0.28105408|0.21004814|0.42436683|0.50819635|0.14051996|0.0|0.65696383|0.44605967|0.23800275|0.4449707|0.32646811|0.10651877|1.0|0.10049263|0.18990396|0.42525217|0.41251886|0.39229473|0.42714757|0.38214007|0.42866948|0.29166153|0.18543664|0.42214751|1.0|0.35809827|0.36265108|0.25773135|0.19915237|0.64024723|0.34766278|0.60707682|1.0|0.58797467|0.29218298|0.40152624|0.26502082|0.11112231|0.21578291|0.1555327|0.69244844|0.23521855
