Subsector|Afganistán|Albania|Alemania|Andorra|Angola|Anguila|Antigua y Barbuda|Arabia Saudita|Argelia|Argentina|Armenia|Aruba|Australia|Austria|Azerbaiyán|Bahamas|Bahréin|Bangladesh|Barbados|Belice|Benín|Bermudas|Bielorrusia|Bolivia|Bosnia|Botsuana|Brasil|Brunéi|Bulgaria|Burkina Faso|Burundi|Bután|Bélgica|Cabo Verde|Camboya|Camerún|Canadá|Chad|Chile|China|Chipre|Comoras|Congo|Corea del Sur|Costa Rica|Costa de Marfil|Croacia|Cuba|Dinamarca|Dominica|Ecuador|Egipto|El Salvador|Emiratos Árabes Unidos|Eritrea|Eslovaquia|Eslovenia|España|Estados Unidos|Estonia|Etiopía|Filipinas|Finlandia|Fiyi|Francia|Gabón|Gambia|Georgia|Ghana|Gibraltar|Granada|Grecia|Groenlandia|Guam|Guatemala|Guinea|Guinea-Bisáu|Guyana|Haití|Honduras|Hungría|India|Indonesia|Iraq|Irlanda|Irán|Islandia|Islas Caimán|Islas Turcas y Caicos|Israel|Italia|Jamaica|Japón|Jordania|Kazajistán|Kenia|Kirguistán|Kuwait|Laos|Lesoto|Letonia|Liberia|Libia|Lituania|Luxemburgo|Líbano|Macao|Madagascar|Malasia|Maldivas|Malta|Malí|Marruecos|Mauricio|Mauritania|Micronesia|Moldavia|Mongolia|Montenegro|Montserrat|Mozambique|Myanmar|México|Nicaragua|Noruega|Nueva Zelanda|Níger|Omán|Pakistán|Palaos|Palestina|Paraguay|Países Bajos|Perú|Polonia|Portugal|Qatar|Reino Unido|República Centroafricana|República Checa|República Democratica del Congo|República Dominicana|Ruanda|Rumania|Rusia|San Cristóbal Y Nieves|San Marino|Senegal|Serbia|Seychelles|Sierra Leona|Singapur|Siria|Somalia|Sri Lanka|Sudáfrica|Sudán|Suecia|Suiza|Surinam|Tailandia|Taiwán|Tanzania|Tayikistán|Togo|Tokelau|Tonga|Trinidad y Tobago|Turkmenistán|Turquía|Tuvalu|Túnez|Ucrania|Uganda|Uruguay|Uzbekistán|Vanuatu|Venezuela|Vietnam|Yemen|Yibuti|Zambia|Zimbabue
Orfebrería|0.80700094|0.62086761|0.79788965|0.48078173|0.15647174|0.35118347|0.56351531|0.81135595|0.40812552|0.22994235|0.42796999|0.77119082|0.6808446|0.61750913|0.44471526|0.53767347|0.75606394|0.43090105|0.14527637|0.2804231|0.15427779|0.83953804|0.075340204|0.20386073|0.39505854|0.2243827|0.24866976|0.49915379|0.41805512|0.29519174|0.16831204|0.22129527|0.45826879|0.10783622|0.18195456|0.19209614|0.59492505|0.91768259|0.5770852|0.59169734|0.53262222|0.096967869|0.26786524|0.69373417|0.4949083|0.39077625|0.0|0.60266173|0.53853416|0.40175569|0.3229121|0.57280087|0.37293404|1.0|0.68903983|0.36861569|0.29306358|0.40221626|0.85952663|0.3556993|0.19596356|0.4960351|0.37441996|0.33537132|0.44558239|0.36809927|0.42923144|0.31452757|0.38248309|0.53297478|0.32211366|0.33221978|0.37100387|0.99583495|0.43145633|0.25269434|0.030043298|0.14595526|0.15532394|0.29566348|0.38773647|0.51792926|0.35319647|0.82398248|0.82448077|0.26493001|0.38268417|0.79048479|0.51911128|0.67833853|0.63333726|0.40284649|0.7134282|0.8983773|0.41908902|0.20870125|0.05661907|0.92811161|0.18193379|0.15290359|0.41676983|0.22178587|0.0|0.47733414|0.55372828|0.45381477|0.87536979|0.23157164|0.74688911|0.32510012|0.68434823|0.6278891|0.30125394|0.43720478|0.18543854|0.26442006|0.56788373|0.49475116|0.26895407|0.013351342|0.064589508|0.031474318|0.55058676|0.88560236|0.51264864|0.72149402|0.14889768|0.56436169|0.3451972|0.16047496|0.22270343|0.25586706|0.49805829|0.24358997|0.517277|0.36358383|0.90756446|0.51955444|0.52478951|0.58577657|0.17219283|0.83633459|0.18355539|0.0|0.43112957|0.76724362|0.0|0.22983392|0.3162294|0.53141314|0.46726233|0.89259624|0.0062351106|0.71969277|0.12012129|0.22867002|0.80051845|0.54737365|0.96440458|0.061340421|0.5526197|0.81182277|0.18470456|0.44837603|0.10344116|0.1012463|0.39605385|0.29125068|0.65373307|0.49542624|0.27914196|0.076010071|0.41465878|0.17051423|0.41469574|0.50553697|0.43712157|0.28013116|0.27472568|0.54334748|0.43439862|0.096798301|0.13179523
Otras Autopartes|0.7652387|0.44111046|1.0|0.35049376|0.64721203|0.42124778|0.71487558|0.70298362|0.58189565|0.81100643|0.73007655|0.56037796|0.78848183|0.91967964|0.7261526|0.4588837|0.69861567|0.51316947|0.63089395|0.72763914|0.78053617|0.80402088|0.76505613|0.75705409|0.70796692|0.42210591|0.8277126|0.77360153|0.5200901|0.6392808|0.53617871|0.65668344|0.79013526|0.74066293|0.52429354|0.60931242|0.69992143|0.62476242|0.7223711|0.61347008|0.71443969|0.58176661|0.60095447|0.80838025|0.59831643|0.60093397|0.0|0.34365201|0.81127763|0.68592775|0.61613834|0.75634611|0.7111485|0.69491303|0.58619189|0.89463794|0.81898177|0.88271093|0.85510159|0.63084108|0.6403594|0.6545639|0.89282811|0.62935233|0.83191144|0.80054462|0.60893416|0.73183781|0.71715999|0.7531991|0.66333926|0.60799468|0.51596802|0.35865411|0.72502732|0.62875229|0.70835495|0.68605387|0.69853354|0.6171211|0.86128408|0.80533314|0.74281323|0.6647442|0.68087053|0.59118462|0.6258601|0.53254426|0.58429593|0.7297833|0.78455871|0.68273842|0.79100668|0.69975775|0.85443842|0.77049083|0.70403981|0.58320481|0.51502752|0.62172258|0.70125723|0.55180508|0.0|0.63135844|0.52632183|0.89879191|0.46287912|0.74663275|0.70136333|0.63873756|0.64078891|0.75180507|0.60099113|0.74205065|0.6720494|0.64822459|0.68995106|0.68131644|0.67346942|0.34685141|0.68264794|0.74544144|0.75376618|0.57089198|0.70433366|0.72967976|0.68823516|0.73842937|0.75723696|0.69217914|0.34692249|0.59601057|0.79707265|0.73481774|0.76766312|0.64494359|0.55464429|0.77041614|0.72380048|0.90342134|0.69629318|0.60971427|0.60294259|0.73445499|0.85290903|0.48298615|0.0|0.53224766|0.56666446|0.52658981|0.65661216|0.69492853|0.5743053|0.62845063|0.72969365|0.85507333|0.69476402|0.92049015|0.77205503|0.55857235|0.7429682|0.71244848|0.76847863|0.72265697|0.73248172|0.73933452|0.50857693|0.66072124|0.54953617|0.79674536|0.56907368|0.76350546|0.65153062|0.75237441|0.72507006|0.73074472|0.72291732|0.71476173|0.73007286|0.66246378|0.59505367|0.81839401|0.74843526
Otras confecciones|0.77828145|0.74637622|0.85551512|0.70693415|0.95368528|0.75506806|0.51661485|0.50335795|0.67644465|0.63359046|0.74851048|0.71997684|0.74844062|0.86647272|0.59418672|0.43389463|0.67616206|0.54802716|0.7116223|0.74809057|0.86582327|0.85708952|0.73451555|0.65458393|0.71521145|0.67106676|0.60153246|0.78070599|0.65528166|0.83719188|0.8615272|0.73802543|0.63700897|0.86810791|0.65862763|0.74687958|0.74999738|0.7604152|0.72654641|0.37293363|0.68855572|0.74685729|0.76190472|0.7995193|0.73381174|0.69694883|0.0|0.5301156|0.8367244|0.53158063|0.63106|0.23312552|0.76552629|0.78113592|0.75087214|0.6905899|0.7352941|0.79980081|0.7815783|0.68158191|0.71288848|0.66035879|0.79681444|0.69946945|0.83463728|0.7898941|0.69062001|0.86683011|0.81804585|0.86759877|0.83245152|0.68533832|0.7780903|0.5645647|0.80707419|0.74257207|0.77142441|0.65153635|0.76542199|0.85136509|0.69097483|0.59978485|0.60529411|0.55145168|0.75380224|0.29402983|0.72971845|0.69526213|0.60085493|0.66348594|0.72857827|0.49704421|0.81003255|0.27874506|0.57933885|0.84472537|0.6642375|0.85333359|0.54407096|0.91172171|0.66991132|0.69621617|0.0|0.62905234|0.71286762|0.70511293|0.61958849|0.8394621|0.74119365|0.72617543|0.58599377|0.76281857|0.53529787|0.7310245|0.69319844|0.69792992|0.78775901|0.67693627|0.72788668|0.58133906|0.64907932|0.45365921|0.59281403|0.91988015|0.71768403|0.74890429|0.78512514|0.66123819|0.68285561|0.48983127|0.78041852|0.55200452|0.76902354|0.68894535|0.61477268|0.71305299|0.6461302|0.80941856|0.71419346|0.73841143|0.84061843|0.77885115|0.81945306|0.67344141|0.60929608|0.55096459|0.0|0.73110318|0.68857938|0.76393574|0.78134638|0.7400769|0.5209434|0.5820024|0.57484341|0.62909329|0.52021849|0.78364015|0.86623198|0.68154913|0.56238163|0.45822501|0.79309845|0.73588109|0.85408819|0.18363431|0.59908152|0.70179206|0.42780933|0.41606623|0.63496661|0.49914005|0.6692121|0.84066951|0.67915106|0.40637907|0.71196371|0.7298907|0.449433|0.55631763|0.68665051|0.86201286|0.71090424
Otros aceites y grasas|0.72100151|0.74386579|0.58786929|0.50213701|0.8497991|0.74592566|0.70813394|0.54823315|0.85640121|0.33440691|0.79074317|0.64802539|0.39535296|0.67017591|0.74292946|0.57098699|0.66103327|0.74738824|0.52716672|0.84587592|0.33459553|0.5829134|0.59667951|0.30028957|0.54411036|0.70433909|0.58489478|0.61813813|0.40673307|0.32585359|0.61608648|0.86305928|0.69834864|0.80426812|0.33158731|0.54645401|0.35417366|0.42902154|0.77147216|0.68316495|0.62720394|0.60491347|0.4930279|0.71066397|0.60339952|0.50093043|0.0|0.58932471|0.62275112|0.77927935|0.76423407|0.5299384|0.72042233|0.37435108|0.76695669|0.53490877|0.61490977|0.62017119|0.51676017|0.38692525|0.84320307|0.62631941|0.75976115|0.82439768|0.61022198|0.40819964|0.71616328|0.80344594|0.57547724|0.30524451|0.71388757|0.43865061|0.4236663|0.79741466|0.77604961|0.56091058|0.80556428|0.61037183|0.74832523|0.67580068|0.45283794|0.78712499|0.50208545|0.79583883|0.61401331|0.84547555|0.7013852|0.46290714|0.677953|0.60612595|0.75301421|0.69766778|0.4470107|0.79922044|0.56154591|0.34865674|0.78998065|0.66523349|0.46734905|0.84165847|0.71531731|0.51348829|0.0|0.74286693|0.39634052|0.88593137|0.52848488|0.80334795|0.69916499|0.76496482|0.43356228|0.5775333|0.78627771|0.79771614|0.89278352|0.54186046|0.37401|0.66747856|0.69158|0.56649667|0.75567883|0.51143956|0.37438303|0.61806583|0.79161853|0.65011799|0.38744891|0.63715655|0.53322625|0.51867783|0.73466599|0.25045186|0.82923925|0.81585169|0.64716768|0.62992573|0.45181888|0.59277582|0.71682966|0.41142255|0.64170021|0.75221443|0.64374185|0.35314506|0.36654389|0.69041336|0.0|0.71328616|0.34006166|0.79541385|0.60729891|0.79983366|0.89247292|0.53803277|0.70234776|0.47769785|0.68571615|0.64856386|0.55503958|0.7469027|0.46901166|0.51793432|0.54702085|0.88415992|0.47773147|0.66701674|0.57399106|0.78511834|0.82594347|0.5958249|0.58004481|0.35187903|0.27513772|0.44950956|0.62449634|0.77950764|0.44002226|0.98063505|0.47869712|0.7520988|0.86873472|0.74224371|0.82874572
Otros aceites y lubricantes|0.25898054|0.2566002|0.39341933|0.37835681|0.66137516|0.24854857|0.20457768|0.3874554|0.45841432|0.75525135|0.49559632|0.47997242|0.42892474|0.51083553|0.43313986|0.36655289|0.56986016|0.48175842|0.29878533|0.65077579|0.73253238|0.60725099|0.80368531|0.74203873|0.63064027|0.30889714|0.69410443|0.56337297|0.71259284|0.46896607|0.54155743|0.29916051|0.38210475|0.30890822|0.4669852|0.39393321|0.34352171|0.41029689|0.5898174|0.73756242|0.54943073|0.32948911|0.51743734|0.55915153|0.38916886|0.31100029|0.0|0.38908091|0.51847196|0.21237202|0.67357135|0.5660125|0.58235073|0.54791921|0.59405953|0.55868435|0.68900883|0.41049716|0.2608555|0.56807679|0.59017456|0.62856388|0.66196907|0.31539711|0.3939569|0.66211623|0.21051458|0.57477677|0.32613736|0.45498413|0.33403251|0.46880001|0.56622589|0.29155338|0.61422932|0.42549694|0.33102292|0.34588745|0.46761161|0.59798539|0.63241351|0.74333441|0.6272831|0.28251761|0.32585791|0.64896822|0.49136508|0.35205495|0.068944022|0.39922071|0.43905202|0.29297215|0.26781541|0.29063877|0.60680032|0.54362255|0.53504288|0.4275884|0.310204|0.32374525|0.58215934|0.48669469|0.0|0.43175989|0.48382765|0.65840989|0.44405031|0.47176623|0.67464316|0.48420352|0.44695139|0.49190509|0.71204561|0.51047444|0.50515121|0.41414422|0.67539024|0.60884124|0.44252163|0.3492938|0.37851632|0.53831172|0.72371197|0.54005635|0.51886934|0.54483223|0.2943202|0.54990005|0.71735477|0.34877801|0.72353047|0.69589818|0.41426325|0.66284478|0.62218803|0.57624114|0.6040563|0.25085902|0.26921126|0.69559574|0.54197896|0.30577174|0.44246241|0.56684911|0.7070893|0.34888831|0.0|0.38965142|0.52339673|0.36512643|0.4875145|0.50202149|0.2726762|0.2817772|0.64233011|0.68753695|0.34318954|0.57566667|0.34536082|0.6554991|0.758394|0.79258901|0.51780808|0.56909353|0.49803591|0.46721029|0.28596637|0.49430901|0.57071257|0.74242812|0.50009072|0.72281224|0.68130517|0.51815552|0.64194942|0.67994511|0.43239382|0.37123516|0.68072033|0.24322973|0.21267065|0.64804858|0.50707167
Otros agroquímicos de protección|0.15149762|0.14858435|0.11543257|0.056504697|0.090434805|0.59992999|0.2353223|0.099929601|0.36099088|0.71468782|0.062864423|0.19794822|0.11639542|0.2239404|0.28607267|0.12982045|0.03838449|0.30462307|0.37045872|0.093425587|0.64567292|0.098508641|0.28372884|0.574121|0.10927366|0.18068543|0.21832593|0.28262687|0.53495669|0.21744537|0.46639735|0.17915234|0.24161941|0.18935308|0.34143195|0.25639194|0.097905576|0.086728558|0.25323349|0.019534865|0.16904829|0.56867611|0.16807619|0.031209912|0.3624022|0.32646871|0.0|0.4092952|0.10888943|0.22397901|0.40788931|0.25718156|0.56782293|0.091934755|0.13074528|0.13951448|0.10426616|0.14927231|0.02991036|0.13858658|0.38047999|0.47888345|0.14620221|0.095136911|0.13300416|0.033350673|0.55552161|0.24578014|0.4891735|0.14544804|0.23394978|0.24009791|0.20963249|0.14786778|0.30186558|0.22065681|0.1926087|0.041455235|0.17949517|0.42167252|0.39469171|0.022216989|0.11779211|0.12022935|0.099915177|0.027946977|0.084660903|0.75261331|0.33695841|0.1138889|0.13326579|0.031145543|0.029600399|0.055909369|0.23723087|0.18264318|0.21486604|0.11818069|0.54141474|0.52579987|0.25492784|0.12159602|0.0|0.15338331|0.068043992|0.18673703|0.21226934|0.084572129|0.22022153|0.0|0.17998181|0.40537924|0.26847389|0.057960089|0.021334482|0.071785852|0.25554451|0.019172242|0.12692666|0.10867366|0.11335908|0.47538775|0.019573316|0.21184132|0.10818961|0.16598739|0.11405994|0.1112034|0.14521793|0.17872822|0.22052631|0.75170481|0.11370995|0.24078849|0.19530617|0.28381079|0.035115562|0.12897523|0.10647853|0.20188278|0.071846902|0.044084586|0.217776|0.33673215|0.27258354|0.30835173|0.0|0.41418695|0.2161262|0.23050845|0.13519718|0.073898673|0.18262362|0.13596269|0.077522442|0.31088039|0.58030868|0.1264495|0.058074467|0.20236324|0.20498918|0.004902293|0.26943433|0.25221053|0.16456982|0.37842348|0.37268114|0.15641251|0.20002964|0.081596099|0.26164401|0.02038756|0.524418|0.092061788|0.23617709|0.1423488|0.62444067|0.28979814|0.23077074|0.19809946|0.21044442|0.10882977|0.27918965
Otros artículos impresos|0.5057748|0.57152611|0.47495952|0.44328904|0.55729353|0.65475029|0.53012478|0.34991181|0.19222987|0.36432213|0.35713691|0.50943744|0.56993496|0.57679689|0.41252106|0.42220786|0.38087988|0.55405545|0.50262588|0.60446692|0.58718503|0.44496495|0.6679976|0.60693318|0.66638899|0.5908708|0.52648318|0.40351582|0.61205262|0.55619401|0.54565406|0.31602442|0.22625619|0.54093426|0.62898314|0.53172755|0.62638736|0.5226326|0.37567177|0.51794517|0.41752994|0.39696443|0.45902243|0.44089791|0.58798999|0.55927533|0.0|0.52224839|0.55455422|0.64476871|0.45140409|0.56914294|0.53856611|0.31476402|0.48689684|0.54901415|0.38305146|0.368411|0.55138618|0.2635484|0.47222987|0.45358318|0.45277297|0.64796829|0.57305968|0.57908654|0.59624404|0.63876951|0.39215016|0.43762761|0.61086494|0.32223698|0.41181457|0.69601327|0.57949394|0.36902887|0.6143077|0.49424362|0.69256264|0.49480158|0.64544427|0.6022746|0.57127804|0.41528231|0.57053947|0.35927677|0.43588001|0.46996477|0.55497384|0.44701168|0.39746946|0.39653596|0.74359179|0.42324451|0.3782106|0.68594193|0.55651367|0.54168093|0.4695164|0.50673634|0.4196409|0.3076387|0.0|0.33924395|0.4468506|0.42925036|0.49199066|0.61634856|0.43423247|0.51047707|0.60613859|0.36139455|0.4047268|0.39838874|0.65489399|0.50654995|0.46590585|0.35990816|0.51268733|0.37718374|0.53783762|0.55115825|0.58335817|0.65235639|0.56223905|0.49536029|0.6212582|0.63430595|0.43696916|0.47030276|0.76130295|0.50930488|0.46836805|0.31615937|0.37224114|0.49791813|0.33050084|0.36966747|0.74924099|0.5707047|0.51979136|0.49632415|0.43931872|0.46865845|0.47615445|0.57940364|0.0|0.35751396|0.61235797|0.43884718|0.66225398|0.48125541|0.31044349|0.39797917|0.75189412|0.45516983|0.42908251|0.48277754|0.74991071|0.42484641|0.72648382|0.38413671|0.46709999|0.41625404|0.60319644|0.19351514|0.61745602|0.55868274|0.33372498|0.50432169|0.61140347|0.54750293|0.34914267|0.71791303|0.55756915|0.35521817|0.48244599|0.29452768|0.52804422|0.16880344|0.32921487|0.69735777|0.46289396
Otros artículos industriales|0.18343729|0.17615625|0.52146888|0.1760473|0.38697439|0.10331649|0.0|0.34488988|0.35083535|0.66268587|0.35402143|0.14644495|0.3897559|0.54486674|0.29452649|0.17324033|0.4727546|0.40680993|0.098527268|0.095884696|0.3484675|0.38899469|0.43149707|0.40385219|0.27835798|0.28306887|0.71428668|0.14386047|0.37599373|0.62897182|0.23502833|0.15846005|0.13509925|0.077217437|0.20765203|0.17695867|0.38351077|0.43141791|0.33824152|0.51220763|0.15572721|0.081406921|0.52662468|0.6894179|0.32041872|0.19835055|0.0|0.34150559|0.63252467|0.1188255|0.38868713|0.48220631|0.17524651|0.36489668|0.40651414|0.36587191|0.62334323|0.51607049|0.36588371|0.24872214|0.39448088|0.32647827|0.64342809|0.19868529|0.31516168|0.55667901|0.13141172|0.30544809|0.16672646|0.23323447|0.18142661|0.22099543|0.19489118|0.44870853|0.26430368|0.24932665|0.067920983|0.19750302|0.11565792|0.25748846|0.28489715|0.6130451|0.53776288|0.13012815|0.28904036|0.72692299|0.50731266|0.12481944|0.256551|0.45788699|0.43566203|0.16818815|0.32465792|0.17560473|0.42588484|0.29212248|0.36220419|0.23550504|0.28582656|0.052904189|0.19746971|0.14513245|0.0|0.27117473|0.42169738|0.29446989|0.15710711|0.4079662|0.59572977|0.033986941|0.23232619|0.30653828|0.35122558|0.17007081|0.41154891|0.58893931|0.1927498|0.27937877|0.27155629|0.10867366|0.18090612|0.33853447|0.53692198|0.36922735|0.42594904|0.36537004|0.27119315|0.36684734|0.53855437|0.31498086|0.21503785|0.27575478|0.23834062|0.45284623|0.37724745|0.31826019|0.27375954|0.38663709|0.34789619|0.41444838|0.44802463|0.2581965|0.25624469|0.30236447|0.5234617|0.23053768|0.0|0.21109506|0.3801803|0.18888992|0.21773526|0.55117071|0.34818634|0.078641176|0.44412827|0.50702131|0.24198249|0.44349915|0.311562|0.32562482|0.54601699|0.71636677|0.44554609|0.3025552|0.29979864|0.61062658|0.054958545|0.28824547|0.24527994|0.68528914|0.10641381|0.64972174|0.49450454|0.44423652|0.2288506|0.42696533|0.22051914|0.20020939|0.60223973|0.1427692|0.14543049|0.4683795|0.4739213
Otros lácteos|0.54309446|0.46418864|0.33150464|0.51497835|0.53713799|0.69718122|0.41774482|0.40833884|0.44787687|0.21012574|0.60410702|0.60741246|0.28130412|0.3069703|0.54454267|0.40630203|0.59757054|0.39765546|0.60366458|0.44652694|0.41674203|0.70726115|0.27251631|0.31306338|0.57434738|0.58764392|0.4434256|0.70063663|0.76665276|0.53217643|0.12720644|0.37079191|0.59559697|0.63572371|0.55848926|0.2625272|0.063368782|0.37964052|0.31781209|0.59466386|0.47580045|0.7767964|0.48981953|0.5400368|0.29135272|0.36632657|0.0|0.6295352|0.62707615|0.36301404|0.11384648|0.7631315|0.45639622|0.53798711|0.35324302|0.53810596|0.56202686|0.55429292|0.15274301|0.39290556|0.30623049|0.86871898|0.39791685|0.4696483|0.37605304|0.59168738|0.61531323|0.59025854|0.4932774|0.78572291|0.48558328|0.40935397|0.59244919|0.14786778|0.6060884|0.38335332|0.69450319|0.44201565|0.31323221|0.44133794|0.55235118|0.17981222|0.64474571|0.45144689|0.60037416|0.42489967|0.20007452|0.66914356|0.56973743|0.23631614|0.62789083|0.54170299|0.39402336|0.4263719|0.59359491|0.20380287|0.51207733|0.56701738|0.42639482|0.55772305|0.4827787|0.30109072|0.0|0.46682411|0.4911463|0.47099128|0.41307437|0.39218229|0.78268838|0.76964158|0.59220564|0.51545286|0.5261336|0.45688638|0.62094963|0.12969157|0.67887253|0.53745121|0.70768416|0.58380497|0.58058488|0.72128886|0.26243287|0.44161454|0.30932161|0.31477958|0.36530203|0.68244898|0.53594339|0.20351723|0.69833231|0.1684038|0.60530066|0.43558145|0.40366936|0.70304191|0.38643783|0.58714271|0.4942497|0.36268425|0.41569334|0.49028763|0.24145463|0.48849544|0.33773428|0.51639479|0.0|0.21570146|0.46955776|0.57679665|0.23127359|0.69226933|0.62805617|0.24062485|0.29184848|0.48303026|0.26136655|0.52678078|0.23159707|0.58732688|0.67568767|0.44710863|0.28988135|0.67381752|0.63474739|0.53387356|0.44909099|0.6071173|0.36116579|0.098453626|0.25536221|0.38004011|0.3865374|0.20635843|0.21256325|0.4823226|0.46744546|0.4529281|0.55964237|0.36397409|0.29937488|0.28897604|0.46803266
Otros medios de transporte|0.023000954|0.0|0.0|0.033079937|0.0|0.10331649|0.02079205|0.0|0.0098427162|0.02988987|0.010821216|0.0|0.023994515|0.0|0.0|0.0|0.010062558|0.028413832|0.0090578059|0.043680295|0.043325182|0.0|0.075340204|0.016497865|0.0074845981|0.0|0.033977788|0.016753944|0.034090884|0.01226035|0.042618953|0.0|0.0065791691|0.018983025|0.016165793|0.03385137|0.0|0.033569001|0.011186603|0.010393226|0.0|0.026976349|0.023236258|0.0|0.0095341476|0.0|0.0|0.11201528|0.017287727|0.053870119|0.055792153|0.0066952584|0.01488684|0.0096994992|0.053515859|0.0069031967|0.0096961567|0.0|0.0|0.012797343|0.035531703|0.015020732|0.013806575|0.0255496|0.0|0.012863141|0.0199809|0.0|0.025680708|0.050194193|0.024725189|0.0|0.10170615|0.14786778|0.02396002|0.019076495|0.030043298|0.013991641|0.017656174|0.04964564|0.0076177651|0.0|0.0|0.0|0.0|0.027946977|0.0|0.0|0.0|0.0|0.0|0.019634195|0.0|0.021178629|0.0|0.035284951|0.016673068|0.0088202674|0.03326042|0.011322513|0.0088278484|0.023067551|0.0|0.012024108|0.0|0.019186629|0.032830872|0.031433899|0.020700505|0.0|0.0|0.013841856|0.0|0.010828062|0.021334482|0.071785852|0.010573484|0.019172242|0.01092294|0.10867366|0.0|0.050812349|0.02811452|0.05530747|0.012604143|0.022531867|0.022757316|0.012191705|0.036790147|0.0497039|0.17086591|0.01593197|0.0|0.024938475|0.0|0.0|0.0|0.010921382|0.052114442|0.0094501376|0.0|0.018569615|0.020196494|0.0|0.0|0.044779785|0.0|0.0062522213|0.0085458737|0.021149592|0.028588116|0.0096685877|0.029977804|0.014374229|0.020331006|0.013019023|0.051728889|0.0077697621|0.0|0.020198869|0.020638989|0.013388026|0.023757745|0.023522243|0.041416943|0.37842348|0.054958545|0.017336927|0.0|0.0093933707|0.10641381|0.010048725|0.0|0.02356524|0.0083677592|0.010577376|0.10001916|0.028906278|0.0064117578|0.011311049|0.0|0.0|0.026070535
Otros metales comunes|0.50905573|0.35836235|0.40394735|0.40513739|0.70004272|0.81269157|0.58942753|0.57555318|0.42161542|0.66946596|0.56283885|0.50330567|0.47773266|0.45225376|0.65097368|0.55866593|0.63649225|0.45773104|0.43916309|0.67079401|0.73566973|0.57537538|0.54301596|0.76152039|0.502352|0.51125598|0.59382778|0.58053833|0.59736198|0.68933189|0.65889722|0.5117479|0.10181534|0.55191976|0.73060024|0.55184668|0.50835359|0.6152786|0.54050654|0.43087667|0.48715895|0.46843612|0.73422348|0.35440236|0.67985725|0.48794842|0.0|0.67170966|0.43486726|0.51120007|0.65654778|0.63386917|0.59817076|0.81749249|0.5248667|0.42274058|0.46139878|0.43508297|0.51406312|0.48921233|0.68791246|0.58491373|0.57536745|0.53362918|0.35590857|0.6351431|0.52354544|0.62223995|0.52730495|0.67889345|0.54808378|0.32593307|0.62443119|0.50000298|0.55307895|0.57093453|0.51345575|0.63265884|0.50144708|0.65019381|0.56591386|0.66472578|0.65709174|0.47658718|0.41390467|0.45134783|0.38043594|0.59907866|0.58164752|0.3563565|0.41797155|0.39339799|0.35665947|0.35786569|0.66208339|0.62201452|0.5876745|0.52677894|0.50806808|0.38894159|0.46423024|0.51895624|0.0|0.40460902|0.5106132|0.474222|0.36044079|0.65587258|0.62657845|0.55199385|0.41266733|0.4764477|0.51692021|0.61173391|0.75819671|0.46398854|0.52197009|0.55870026|0.50207019|0.49672028|0.68028748|0.64155203|0.67256153|0.68149322|0.45202643|0.45763987|0.66775215|0.67867827|0.59831607|0.6514535|0.54993284|0.69015974|0.4165056|0.61321878|0.387036|0.50171202|0.54530048|0.36588418|0.41500151|0.62807107|0.71321881|0.58465225|0.67288578|0.48034394|0.53349507|0.42345619|0.0|0.55424029|0.59745681|0.41194266|0.54658258|0.68116176|0.48904639|0.42390805|0.64495695|0.51784497|0.42662638|0.47523999|0.43044201|0.69337392|0.71043211|0.34084463|0.69101709|0.62001288|0.60847813|0.44952327|0.51240414|0.63685673|0.69447494|0.47840351|0.49741393|0.59204215|0.3671504|0.56205964|0.49333388|0.60976321|0.44870269|0.58465868|0.54900128|0.39427632|0.45894319|0.73378539|0.65871161
